Disease type,Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
Other acute respiratory infections,Persons,Western NSW LHD,02/03,578.5,550.6,607.4
Other acute respiratory infections,Persons,Western NSW LHD,03/04,619.4,590.4,649.5
Other acute respiratory infections,Persons,Western NSW LHD,04/05,524.9,498,552.8
Other acute respiratory infections,Persons,Western NSW LHD,05/06,609,580,639.2
Other acute respiratory infections,Persons,Western NSW LHD,06/07,521.3,494.4,549.3
Other acute respiratory infections,Persons,Western NSW LHD,07/08,616.7,587.6,646.8
Other acute respiratory infections,Persons,Western NSW LHD,08/09,494.8,469.1,521.7
Other acute respiratory infections,Persons,Western NSW LHD,09/10,493.9,468.4,520.6
Other acute respiratory infections,Persons,Western NSW LHD,10/11,479.3,454.2,505.4
Other acute respiratory infections,Persons,Western NSW LHD,11/12,486.6,461.5,512.9
Other acute respiratory infections,Persons,Western NSW LHD,12/13,468.9,444.3,494.6
Other acute respiratory infections,Persons,Western NSW LHD,13/14,475.8,451.1,501.5
Other acute respiratory infections,Persons,Western NSW LHD,14/15,457.4,433.2,482.6
Other acute respiratory infections,Persons,Western NSW LHD,15/16,461.9,437.6,487.2
Other acute respiratory infections,Persons,Western NSW LHD,16/17,534.6,508.5,561.8
Other acute respiratory infections,Persons,Western NSW LHD,17/18,525.2,499.1,552.2
Other acute respiratory infections,Persons,Western NSW LHD,18/19,554,527,582.1
Other acute respiratory infections,Persons,Western NSW LHD,19/20,471.4,446.4,497.4
Other acute respiratory infections,Persons,Western NSW LHD,20/21,316.7,296.1,338.4
Other acute respiratory infections,Persons,Western NSW LHD,21/22,257.7,239.2,277.2
Other acute respiratory infections,Persons,Far West LHD,01/02,471.6,401.8,550.1
Other acute respiratory infections,Persons,Far West LHD,02/03,484.4,412.9,564.7
Other acute respiratory infections,Persons,Far West LHD,03/04,449.5,380.1,527.8
Other acute respiratory infections,Persons,Far West LHD,04/05,441.8,371.7,521.2
Other acute respiratory infections,Persons,Far West LHD,05/06,328.8,268.8,398.1
Other acute respiratory infections,Persons,Far West LHD,06/07,372.3,307.9,446
Other acute respiratory infections,Persons,Far West LHD,07/08,525,446.9,612.7
Other acute respiratory infections,Persons,Far West LHD,08/09,414.4,346.6,491.5
Other acute respiratory infections,Persons,Far West LHD,09/10,370.8,306.2,445
Other acute respiratory infections,Persons,Far West LHD,10/11,355.7,292,429.1
Other acute respiratory infections,Persons,Far West LHD,11/12,427.7,357.3,507.9
Other acute respiratory infections,Persons,Far West LHD,12/13,432.2,361.3,512.7
Other acute respiratory infections,Persons,Far West LHD,13/14,363.5,297.6,439.5
Other acute respiratory infections,Persons,Far West LHD,14/15,444,369.8,528.5
Other acute respiratory infections,Persons,Far West LHD,15/16,429.6,356.1,513.5
Other acute respiratory infections,Persons,Far West LHD,16/17,496.5,419.2,583.8
Other acute respiratory infections,Persons,Far West LHD,17/18,394.5,326.2,472.8
Other acute respiratory infections,Persons,Far West LHD,18/19,500.4,421.8,589.2
Other acute respiratory infections,Persons,Far West LHD,19/20,431.3,357.1,516
Other acute respiratory infections,Persons,Far West LHD,20/21,231.4,177.2,296.5
Other acute respiratory infections,Persons,Far West LHD,21/22,203.8,153.5,265
Other acute respiratory infections,Persons,All LHDs,01/02,273,269,277
Other acute respiratory infections,Persons,All LHDs,02/03,259.6,255.7,263.5
Other acute respiratory infections,Persons,All LHDs,03/04,268,264.1,272
Other acute respiratory infections,Persons,All LHDs,04/05,259,255.1,262.9
Other acute respiratory infections,Persons,All LHDs,05/06,277.4,273.4,281.4
Other acute respiratory infections,Persons,All LHDs,06/07,278.6,274.7,282.6
Other acute respiratory infections,Persons,All LHDs,07/08,313.6,309.5,317.8
Other acute respiratory infections,Persons,All LHDs,08/09,293.3,289.3,297.3
Other acute respiratory infections,Persons,All LHDs,09/10,279.6,275.8,283.5
Other acute respiratory infections,Persons,All LHDs,10/11,293.7,289.8,297.6
Other acute respiratory infections,Persons,All LHDs,11/12,305.8,301.8,309.8
Other acute respiratory infections,Persons,All LHDs,12/13,297.5,293.6,301.4
Other acute respiratory infections,Persons,All LHDs,13/14,309.2,305.3,313.2
Other acute respiratory infections,Persons,All LHDs,14/15,315.4,311.4,319.4
Other acute respiratory infections,Persons,All LHDs,15/16,313.1,309.2,317.1
Other acute respiratory infections,Persons,All LHDs,16/17,334.8,330.8,338.9
Other acute respiratory infections,Persons,All LHDs,17/18,331.8,327.7,335.8
Other acute respiratory infections,Persons,All LHDs,18/19,360.8,356.6,365
Other acute respiratory infections,Persons,All LHDs,19/20,286.1,282.4,289.9
Other acute respiratory infections,Persons,All LHDs,20/21,256.5,252.9,260.1
Other acute respiratory infections,Persons,All LHDs,21/22,246.6,243,250.1
Asthma,Males,Sydney LHD,01/02,150.9,134.9,168.3
Asthma,Males,Sydney LHD,02/03,134.4,119.4,150.8
Asthma,Males,Sydney LHD,03/04,144.8,129.2,161.8
Asthma,Males,Sydney LHD,04/05,151.7,135.8,169
Asthma,Males,Sydney LHD,05/06,150.7,135,167.8
Asthma,Males,Sydney LHD,06/07,149.1,133.6,165.9
Asthma,Males,Sydney LHD,07/08,142.7,128,158.6
Asthma,Males,Sydney LHD,08/09,147.6,132.8,163.7
Asthma,Males,Sydney LHD,09/10,158.1,142.6,174.8
Asthma,Males,Sydney LHD,10/11,128.9,115.4,143.6
Asthma,Males,Sydney LHD,11/12,136.4,122.3,151.7
Asthma,Males,Sydney LHD,12/13,158,143,174.1
Asthma,Males,Sydney LHD,13/14,150.4,135.8,166.1
Asthma,Males,Sydney LHD,14/15,130.1,116.8,144.4
Asthma,Males,Sydney LHD,15/16,117.8,105.2,131.5
Asthma,Males,Sydney LHD,16/17,121.7,108.9,135.4
Asthma,Males,Sydney LHD,17/18,118.8,106.1,132.5
Asthma,Males,Sydney LHD,18/19,116.1,103.5,129.7
Asthma,Males,Sydney LHD,19/20,99.2,87.2,112.2
Asthma,Males,Sydney LHD,20/21,84.8,73.6,97
Asthma,Males,Sydney LHD,21/22,68.6,58.8,79.6
Asthma,Males,South Western Sydney LHD,01/02,162.4,150.5,175.1
Asthma,Males,South Western Sydney LHD,02/03,156.5,144.8,168.9
Asthma,Males,South Western Sydney LHD,03/04,139.6,128.8,151.1
Asthma,Males,South Western Sydney LHD,04/05,149.4,138.2,161.3
Asthma,Males,South Western Sydney LHD,05/06,179.8,167.5,192.8
Asthma,Males,South Western Sydney LHD,06/07,177.7,165.6,190.5
Asthma,Males,South Western Sydney LHD,07/08,170.5,158.7,183
Asthma,Males,South Western Sydney LHD,08/09,174,162.1,186.6
Asthma,Males,South Western Sydney LHD,09/10,183.7,171.5,196.6
Asthma,Males,South Western Sydney LHD,10/11,170.5,158.7,182.8
Asthma,Males,South Western Sydney LHD,11/12,204.8,192,218.3
Asthma,Males,South Western Sydney LHD,12/13,175.2,163.5,187.5
Asthma,Males,South Western Sydney LHD,13/14,174,162.4,186.2
Asthma,Males,South Western Sydney LHD,14/15,178.8,167.2,191
Asthma,Males,South Western Sydney LHD,15/16,181,169.4,193.1
Asthma,Males,South Western Sydney LHD,16/17,167.7,156.7,179.3
Asthma,Males,South Western Sydney LHD,17/18,150.1,139.8,161
Asthma,Males,South Western Sydney LHD,18/19,171.9,160.9,183.5
Asthma,Males,South Western Sydney LHD,19/20,125.2,115.9,135
Asthma,Males,South Western Sydney LHD,20/21,100.9,92.6,109.6
Asthma,Males,South Western Sydney LHD,21/22,96.7,88.7,105.4
Asthma,Males,South Eastern Sydney LHD,01/02,167.6,154,182
Asthma,Males,South Eastern Sydney LHD,02/03,149.8,137.1,163.4
Asthma,Males,South Eastern Sydney LHD,03/04,136.2,124.1,149.2
Asthma,Males,South Eastern Sydney LHD,04/05,150.1,137.3,163.7
Asthma,Males,South Eastern Sydney LHD,05/06,148.8,136.1,162.3
Asthma,Males,South Eastern Sydney LHD,06/07,163,149.7,177
Asthma,Males,South Eastern Sydney LHD,07/08,155.6,142.9,169.1
Asthma,Males,South Eastern Sydney LHD,08/09,140,128.1,152.6
Asthma,Males,South Eastern Sydney LHD,09/10,145.7,133.7,158.6
Asthma,Males,South Eastern Sydney LHD,10/11,139.6,128,152
Asthma,Males,South Eastern Sydney LHD,11/12,135.8,124.2,148.1
Asthma,Males,South Eastern Sydney LHD,12/13,140.9,129.3,153.2
Asthma,Males,South Eastern Sydney LHD,13/14,146.5,134.7,159.1
Asthma,Males,South Eastern Sydney LHD,14/15,145.4,133.7,157.8
Asthma,Males,South Eastern Sydney LHD,15/16,118.6,108,129.9
Asthma,Males,South Eastern Sydney LHD,16/17,116,105.7,127.1
Asthma,Males,South Eastern Sydney LHD,17/18,110.3,100.1,121.2
Asthma,Males,South Eastern Sydney LHD,18/19,119.1,108.4,130.5
Asthma,Males,South Eastern Sydney LHD,19/20,95.5,86,105.8
Asthma,Males,South Eastern Sydney LHD,20/21,69.7,61.5,78.7
Asthma,Males,South Eastern Sydney LHD,21/22,74.5,66,83.7
Asthma,Males,Illawarra Shoalhaven LHD,01/02,121.4,105.9,138.5
Asthma,Males,Illawarra Shoalhaven LHD,02/03,105.1,90.6,121.2
Asthma,Males,Illawarra Shoalhaven LHD,03/04,109.9,95,126.5
Asthma,Males,Illawarra Shoalhaven LHD,04/05,125.4,109.3,143
Asthma,Males,Illawarra Shoalhaven LHD,05/06,122,106.2,139.6
Asthma,Males,Illawarra Shoalhaven LHD,06/07,160.2,142,180.2
Asthma,Males,Illawarra Shoalhaven LHD,07/08,176.2,157,197
Asthma,Males,Illawarra Shoalhaven LHD,08/09,149.7,132.2,168.8
Asthma,Males,Illawarra Shoalhaven LHD,09/10,153.9,136.2,173.2
Asthma,Males,Illawarra Shoalhaven LHD,10/11,145.2,128.1,163.8
Asthma,Males,Illawarra Shoalhaven LHD,11/12,122.3,106.7,139.4
Asthma,Males,Illawarra Shoalhaven LHD,12/13,115.3,100.2,131.8
Asthma,Males,Illawarra Shoalhaven LHD,13/14,112.8,97.9,129.2
Asthma,Males,Illawarra Shoalhaven LHD,14/15,102.6,88.6,118.1
Asthma,Males,Illawarra Shoalhaven LHD,15/16,116.5,101.7,132.8
Asthma,Males,Illawarra Shoalhaven LHD,16/17,118.6,103.7,135.1
Asthma,Males,Illawarra Shoalhaven LHD,17/18,105,90.9,120.6
Asthma,Males,Illawarra Shoalhaven LHD,18/19,89.1,76.1,103.5
Asthma,Males,Illawarra Shoalhaven LHD,19/20,58.7,48.2,70.6
Asthma,Males,Illawarra Shoalhaven LHD,20/21,47.4,38.2,58
Asthma,Males,Illawarra Shoalhaven LHD,21/22,52.7,43.1,63.7
Asthma,Males,Western Sydney LHD,01/02,143.6,131.5,156.5
Asthma,Males,Western Sydney LHD,02/03,116.6,106,128.1
Asthma,Males,Western Sydney LHD,03/04,114.9,104.5,126.2
Asthma,Males,Western Sydney LHD,04/05,104.4,94.5,115
Asthma,Males,Western Sydney LHD,05/06,121.4,110.8,132.7
Asthma,Males,Western Sydney LHD,06/07,152.3,140.5,164.8
Asthma,Males,Western Sydney LHD,07/08,142.5,131.4,154.4
Asthma,Males,Western Sydney LHD,08/09,170.7,158.6,183.5
Asthma,Males,Western Sydney LHD,09/10,180.2,167.9,193.2
Asthma,Males,Western Sydney LHD,10/11,154.1,142.9,166
Asthma,Males,Western Sydney LHD,11/12,166.6,155,178.9
Asthma,Males,Western Sydney LHD,12/13,160.5,149.2,172.4
Asthma,Males,Western Sydney LHD,13/14,180.9,169,193.5
Asthma,Males,Western Sydney LHD,14/15,177.7,166,190.1
Asthma,Males,Western Sydney LHD,15/16,161.5,150.4,173.2
Asthma,Males,Western Sydney LHD,16/17,154.4,143.7,165.8
Asthma,Males,Western Sydney LHD,17/18,148.8,138.3,159.9
Asthma,Males,Western Sydney LHD,18/19,150.2,139.8,161.2
Asthma,Males,Western Sydney LHD,19/20,117.6,108.6,127.3
Asthma,Males,Western Sydney LHD,20/21,137.7,127.9,148.1
Asthma,Males,Western Sydney LHD,21/22,113.6,104.7,123.1
Asthma,Males,Nepean Blue Mountains LHD,01/02,161.1,143.1,180.9
Asthma,Males,Nepean Blue Mountains LHD,02/03,134.7,118.3,152.8
Asthma,Males,Nepean Blue Mountains LHD,03/04,135.2,118.8,153.5
Asthma,Males,Nepean Blue Mountains LHD,04/05,175.5,156.3,196.4
Asthma,Males,Nepean Blue Mountains LHD,05/06,174.7,155.7,195.5
Asthma,Males,Nepean Blue Mountains LHD,06/07,198.7,178.3,220.8
Asthma,Males,Nepean Blue Mountains LHD,07/08,179.5,160.2,200.6
Asthma,Males,Nepean Blue Mountains LHD,08/09,193.9,173.8,215.8
Asthma,Males,Nepean Blue Mountains LHD,09/10,182.3,163,203.2
Asthma,Males,Nepean Blue Mountains LHD,10/11,174.9,156,195.6
Asthma,Males,Nepean Blue Mountains LHD,11/12,163.4,145.2,183.3
Asthma,Males,Nepean Blue Mountains LHD,12/13,180.3,161.2,201
Asthma,Males,Nepean Blue Mountains LHD,13/14,172.9,154.3,193.1
Asthma,Males,Nepean Blue Mountains LHD,14/15,176.4,157.7,196.7
Asthma,Males,Nepean Blue Mountains LHD,15/16,166.3,148.3,185.8
Asthma,Males,Nepean Blue Mountains LHD,16/17,160.3,142.8,179.4
Asthma,Males,Nepean Blue Mountains LHD,17/18,150.3,133.2,168.9
Asthma,Males,Nepean Blue Mountains LHD,18/19,143.1,126.6,161.2
Asthma,Males,Nepean Blue Mountains LHD,19/20,109.2,94.8,125.1
Asthma,Males,Nepean Blue Mountains LHD,20/21,94.1,80.8,108.9
Asthma,Males,Nepean Blue Mountains LHD,21/22,85.1,72.5,99.3
Asthma,Males,Northern Sydney LHD,01/02,119.9,108.8,131.8
Asthma,Males,Northern Sydney LHD,02/03,110.1,99.5,121.5
Asthma,Males,Northern Sydney LHD,03/04,121.9,110.8,133.8
Asthma,Males,Northern Sydney LHD,04/05,148.7,136.4,161.8
Asthma,Males,Northern Sydney LHD,05/06,128.8,117.4,140.9
Asthma,Males,Northern Sydney LHD,06/07,134.9,123.3,147.3
Asthma,Males,Northern Sydney LHD,07/08,143.1,131.3,155.6
Asthma,Males,Northern Sydney LHD,08/09,149.1,137.3,161.8
Asthma,Males,Northern Sydney LHD,09/10,162.7,150.3,175.7
Asthma,Males,Northern Sydney LHD,10/11,145.1,133.6,157.3
Asthma,Males,Northern Sydney LHD,11/12,159.2,147.2,171.9
Asthma,Males,Northern Sydney LHD,12/13,160.8,148.8,173.4
Asthma,Males,Northern Sydney LHD,13/14,167.3,155.2,180
Asthma,Males,Northern Sydney LHD,14/15,127.3,116.9,138.4
Asthma,Males,Northern Sydney LHD,15/16,127.2,116.8,138.2
Asthma,Males,Northern Sydney LHD,16/17,124.4,114.2,135.3
Asthma,Males,Northern Sydney LHD,17/18,101.2,92,111
Asthma,Males,Northern Sydney LHD,18/19,118.1,108.2,128.7
Asthma,Males,Northern Sydney LHD,19/20,84.4,76,93.4
Asthma,Males,Northern Sydney LHD,20/21,69.9,62.2,78.2
Asthma,Males,Northern Sydney LHD,21/22,58.3,51.4,65.8
Asthma,Males,Central Coast LHD,01/02,204.6,182,229.3
Asthma,Males,Central Coast LHD,02/03,167.2,146.9,189.6
Asthma,Males,Central Coast LHD,03/04,154.1,134.5,175.7
Asthma,Males,Central Coast LHD,04/05,184.7,163,208.5
Asthma,Males,Central Coast LHD,05/06,173,152.1,195.9
Asthma,Males,Central Coast LHD,06/07,131.1,113.1,151.1
Asthma,Males,Central Coast LHD,07/08,118.8,101.8,137.9
Asthma,Males,Central Coast LHD,08/09,123,105.9,142
Asthma,Males,Central Coast LHD,09/10,143.3,125,163.6
Asthma,Males,Central Coast LHD,10/11,136.6,118.6,156.5
Asthma,Males,Central Coast LHD,11/12,142,123.7,162.2
Asthma,Males,Central Coast LHD,12/13,169.3,149.4,191.1
Asthma,Males,Central Coast LHD,13/14,138.9,121.1,158.6
Asthma,Males,Central Coast LHD,14/15,148.5,130.1,168.7
Asthma,Males,Central Coast LHD,15/16,157.4,138.5,178.1
Asthma,Males,Central Coast LHD,16/17,149.1,130.8,169.1
Asthma,Males,Central Coast LHD,17/18,141.6,123.8,161.2
Asthma,Males,Central Coast LHD,18/19,122.9,106.4,141.3
Asthma,Males,Central Coast LHD,19/20,100.6,85.8,117.2
Asthma,Males,Central Coast LHD,20/21,69.8,57.3,84.1
Asthma,Males,Central Coast LHD,21/22,79.8,66.5,94.9
Asthma,Males,Hunter New England LHD,01/02,176.9,164.3,190.3
Asthma,Males,Hunter New England LHD,02/03,152.4,140.7,164.8
Asthma,Males,Hunter New England LHD,03/04,142.6,131.2,154.6
Asthma,Males,Hunter New England LHD,04/05,146.6,135.1,158.9
Asthma,Males,Hunter New England LHD,05/06,146.7,135.2,159
Asthma,Males,Hunter New England LHD,06/07,154.6,142.7,167.2
Asthma,Males,Hunter New England LHD,07/08,150.7,139.1,163
Asthma,Males,Hunter New England LHD,08/09,148.4,136.9,160.5
Asthma,Males,Hunter New England LHD,09/10,146.1,134.8,158.1
Asthma,Males,Hunter New England LHD,10/11,134.5,123.7,146
Asthma,Males,Hunter New England LHD,11/12,144.4,133.2,156.2
Asthma,Males,Hunter New England LHD,12/13,138.8,127.9,150.4
Asthma,Males,Hunter New England LHD,13/14,144.2,133.1,155.9
Asthma,Males,Hunter New England LHD,14/15,136,125.2,147.4
Asthma,Males,Hunter New England LHD,15/16,158.5,147,170.8
Asthma,Males,Hunter New England LHD,16/17,174.9,162.8,187.7
Asthma,Males,Hunter New England LHD,17/18,163.6,151.9,175.9
Asthma,Males,Hunter New England LHD,18/19,169.8,157.9,182.3
Asthma,Males,Hunter New England LHD,19/20,154.7,143.3,166.7
Asthma,Males,Hunter New England LHD,20/21,115.6,105.8,126
Asthma,Males,Hunter New England LHD,21/22,96.3,87.3,105.8
Asthma,Males,Northern NSW LHD,01/02,226.6,201.4,254.1
Asthma,Males,Northern NSW LHD,02/03,180.3,157.6,205.3
Asthma,Males,Northern NSW LHD,03/04,169.6,147.8,193.7
Asthma,Males,Northern NSW LHD,04/05,204.7,180.7,231
Asthma,Males,Northern NSW LHD,05/06,183.8,160.6,209.2
Asthma,Males,Northern NSW LHD,06/07,180.7,157.6,206.1
Asthma,Males,Northern NSW LHD,07/08,201.8,177.8,228.2
Asthma,Males,Northern NSW LHD,08/09,212.4,187.9,239.1
Asthma,Males,Northern NSW LHD,09/10,181.8,159.2,206.5
Asthma,Males,Northern NSW LHD,10/11,158.1,137.1,181.3
Asthma,Males,Northern NSW LHD,11/12,148,128,170.2
Asthma,Males,Northern NSW LHD,12/13,168.6,147.1,192.4
Asthma,Males,Northern NSW LHD,13/14,165.9,144.7,189.3
Asthma,Males,Northern NSW LHD,14/15,153.1,132.7,175.7
Asthma,Males,Northern NSW LHD,15/16,164.1,143,187.4
Asthma,Males,Northern NSW LHD,16/17,140.5,121.2,161.8
Asthma,Males,Northern NSW LHD,17/18,146.8,126.8,168.9
Asthma,Males,Northern NSW LHD,18/19,111.7,94.3,131.2
Asthma,Males,Northern NSW LHD,19/20,96.1,79.8,114.5
Asthma,Males,Northern NSW LHD,20/21,84.1,69.1,101.2
Asthma,Males,Northern NSW LHD,21/22,59.9,47.3,74.7
Asthma,Males,Mid North Coast LHD,01/02,199.1,170.3,231.2
Asthma,Males,Mid North Coast LHD,02/03,179,152.2,209.1
Asthma,Males,Mid North Coast LHD,03/04,144.1,120.6,170.7
Asthma,Males,Mid North Coast LHD,04/05,163.4,137.8,192.2
Asthma,Males,Mid North Coast LHD,05/06,123.2,101,148.8
Asthma,Males,Mid North Coast LHD,06/07,168.5,142.6,197.7
Asthma,Males,Mid North Coast LHD,07/08,142.3,118.9,168.9
Asthma,Males,Mid North Coast LHD,08/09,129.6,107.3,155
Asthma,Males,Mid North Coast LHD,09/10,145.5,122.1,172
Asthma,Males,Mid North Coast LHD,10/11,144.4,120.8,171.1
Asthma,Males,Mid North Coast LHD,11/12,122.2,100.6,146.9
Asthma,Males,Mid North Coast LHD,12/13,155.3,131.1,182.5
Asthma,Males,Mid North Coast LHD,13/14,135.7,113.3,161.2
Asthma,Males,Mid North Coast LHD,14/15,167.6,142.6,195.8
Asthma,Males,Mid North Coast LHD,15/16,145.2,122.1,171.3
Asthma,Males,Mid North Coast LHD,16/17,167.8,143,195.6
Asthma,Males,Mid North Coast LHD,17/18,169.5,145.1,196.8
Asthma,Males,Mid North Coast LHD,18/19,139,116.8,164
Asthma,Males,Mid North Coast LHD,19/20,124.2,103.1,148.2
Asthma,Males,Mid North Coast LHD,20/21,86.2,69,106.2
Asthma,Males,Mid North Coast LHD,21/22,88.2,70.9,108.3
Asthma,Males,Southern NSW LHD,01/02,160.5,135.2,189.3
Asthma,Males,Southern NSW LHD,02/03,125.3,103.2,150.7
Asthma,Males,Southern NSW LHD,03/04,120.7,99.1,145.7
Asthma,Males,Southern NSW LHD,04/05,110.8,89.9,135
Asthma,Males,Southern NSW LHD,05/06,108.8,88.2,132.8
Asthma,Males,Southern NSW LHD,06/07,119.6,97.9,144.7
Asthma,Males,Southern NSW LHD,07/08,106,85.7,129.6
Asthma,Males,Southern NSW LHD,08/09,119.3,97.7,144.2
Asthma,Males,Southern NSW LHD,09/10,140.9,117.7,167.2
Asthma,Males,Southern NSW LHD,10/11,145.7,122,172.6
Asthma,Males,Southern NSW LHD,11/12,151,126.9,178.2
Asthma,Males,Southern NSW LHD,12/13,153.5,129,181.1
Asthma,Males,Southern NSW LHD,13/14,125.8,103.8,151
Asthma,Males,Southern NSW LHD,14/15,111.4,90.7,135.4
Asthma,Males,Southern NSW LHD,15/16,104.9,85.1,127.9
Asthma,Males,Southern NSW LHD,16/17,129.1,106.9,154.3
Asthma,Males,Southern NSW LHD,17/18,133.9,111.2,159.7
Asthma,Males,Southern NSW LHD,18/19,160.1,135.3,187.9
Asthma,Males,Southern NSW LHD,19/20,93.5,75,114.9
Asthma,Males,Southern NSW LHD,20/21,73.2,56.8,92.6
Asthma,Males,Southern NSW LHD,21/22,47.6,34.6,63.7
Asthma,Males,Murrumbidgee LHD,01/02,228.8,203,257
Asthma,Males,Murrumbidgee LHD,02/03,187.4,164.1,213.1
Asthma,Males,Murrumbidgee LHD,03/04,199.2,174.8,226
Asthma,Males,Murrumbidgee LHD,04/05,219,193.5,247
Asthma,Males,Murrumbidgee LHD,05/06,247.2,220,276.8
Asthma,Males,Murrumbidgee LHD,06/07,185.1,161.6,211.1
Asthma,Males,Murrumbidgee LHD,07/08,195.3,171,222
Asthma,Males,Murrumbidgee LHD,08/09,210.7,185.7,238.2
Asthma,Males,Murrumbidgee LHD,09/10,189.4,165.6,215.6
Asthma,Males,Murrumbidgee LHD,10/11,216.4,190.8,244.4
Asthma,Males,Murrumbidgee LHD,11/12,238.7,211.9,268
Asthma,Males,Murrumbidgee LHD,12/13,214.8,189.3,242.8
Asthma,Males,Murrumbidgee LHD,13/14,218.7,192.9,246.9
Asthma,Males,Murrumbidgee LHD,14/15,189.1,165.4,215.1
Asthma,Males,Murrumbidgee LHD,15/16,177.4,154.5,202.8
Asthma,Males,Murrumbidgee LHD,16/17,198.5,174.2,225.2
Asthma,Males,Murrumbidgee LHD,17/18,163.7,142,187.7
Asthma,Males,Murrumbidgee LHD,18/19,155.8,134.4,179.7
Asthma,Males,Murrumbidgee LHD,19/20,110.5,92.5,130.9
Asthma,Males,Murrumbidgee LHD,20/21,93.6,76.9,112.8
Asthma,Males,Murrumbidgee LHD,21/22,103.4,86.3,122.9
Asthma,Males,Western NSW LHD,01/02,260.5,234.3,288.9
Asthma,Males,Western NSW LHD,02/03,228.8,204.4,255.4
Asthma,Males,Western NSW LHD,03/04,229.8,205.3,256.5
Asthma,Males,Western NSW LHD,04/05,204.4,181.3,229.7
Asthma,Males,Western NSW LHD,05/06,229.2,204.4,256.4
Asthma,Males,Western NSW LHD,06/07,164.9,144.2,187.9
Asthma,Males,Western NSW LHD,07/08,186.7,164.9,210.8
Asthma,Males,Western NSW LHD,08/09,178.6,157.2,202.1
Asthma,Males,Western NSW LHD,09/10,159.4,139.2,181.7
Asthma,Males,Western NSW LHD,10/11,160.8,140.6,183.2
Asthma,Males,Western NSW LHD,11/12,146.5,127.1,168.1
Asthma,Males,Western NSW LHD,12/13,137.2,118.5,158.1
Asthma,Males,Western NSW LHD,13/14,97.3,81.5,115.1
Asthma,Males,Western NSW LHD,14/15,116.5,99.5,135.5
Asthma,Males,Western NSW LHD,15/16,121.7,104.3,141.2
Asthma,Males,Western NSW LHD,16/17,137.6,119,158.2
Asthma,Males,Western NSW LHD,17/18,116.2,98.9,135.6
Asthma,Males,Western NSW LHD,18/19,105.5,89.4,123.8
Asthma,Males,Western NSW LHD,19/20,101.6,85.6,119.7
Asthma,Males,Western NSW LHD,20/21,95.3,80,112.7
Asthma,Males,Western NSW LHD,21/22,82.3,68,98.8
Asthma,Males,Far West LHD,01/02,321.1,244.2,415.3
Asthma,Males,Far West LHD,02/03,188.7,130.4,265
Asthma,Males,Far West LHD,03/04,221.4,154.3,307.8
Asthma,Males,Far West LHD,04/05,125.9,77.9,193.1
Asthma,Males,Far West LHD,05/06,206.1,142.4,288.8
Asthma,Males,Far West LHD,06/07,248.7,176.8,340.1
Asthma,Males,Far West LHD,07/08,184.4,123.4,264.9
Asthma,Males,Far West LHD,08/09,186.3,124.7,267.5
Asthma,Males,Far West LHD,09/10,234.8,163.7,325.9
Asthma,Males,Far West LHD,10/11,178.1,116.6,260
Asthma,Males,Far West LHD,11/12,196.2,131.1,281.7
Asthma,Males,Far West LHD,12/13,211.7,143.4,300.7
Asthma,Males,Far West LHD,13/14,190.4,125.4,276.3
Asthma,Males,Far West LHD,14/15,224.7,152.5,318.3
Asthma,Males,Far West LHD,15/16,201.5,133.4,291.2
Asthma,Males,Far West LHD,16/17,175.6,115.6,255.9
Asthma,Males,Far West LHD,17/18,115.4,65.4,187.5
Asthma,Males,Far West LHD,18/19,149.4,92.1,228.5
Asthma,Males,Far West LHD,19/20,186.5,122.2,271.9
Asthma,Males,Far West LHD,20/21,81.5,40.3,145.2
Asthma,Males,Far West LHD,21/22,36.6,11.9,84.9
Asthma,Males,All LHDs,01/02,166.2,161.8,170.7
Asthma,Males,All LHDs,02/03,144.9,140.9,149.1
Asthma,Males,All LHDs,03/04,140.9,136.9,145
Asthma,Males,All LHDs,04/05,151.2,147.1,155.5
Asthma,Males,All LHDs,05/06,155.3,151.1,159.6
Asthma,Males,All LHDs,06/07,160.1,155.8,164.4
Asthma,Males,All LHDs,07/08,157.3,153.1,161.6
Asthma,Males,All LHDs,08/09,159.6,155.5,163.9
Asthma,Males,All LHDs,09/10,163.9,159.6,168.2
Asthma,Males,All LHDs,10/11,151.6,147.6,155.7
Asthma,Males,All LHDs,11/12,158.4,154.2,162.5
Asthma,Males,All LHDs,12/13,157.5,153.5,161.7
Asthma,Males,All LHDs,13/14,155.6,151.6,159.7
Asthma,Males,All LHDs,14/15,149,145.1,153
Asthma,Males,All LHDs,15/16,146.8,142.9,150.7
Asthma,Males,All LHDs,16/17,147.4,143.5,151.3
Asthma,Males,All LHDs,17/18,135.4,131.7,139.1
Asthma,Males,All LHDs,18/19,138.2,134.5,142
Asthma,Males,All LHDs,19/20,109.4,106.1,112.8
Asthma,Males,All LHDs,20/21,92.7,89.7,95.8
Asthma,Males,All LHDs,21/22,83.1,80.2,86
Asthma,Females,Sydney LHD,01/02,148.8,133.1,165.8
Asthma,Females,Sydney LHD,02/03,146.6,131.1,163.4
Asthma,Females,Sydney LHD,03/04,134.5,119.6,150.6
Asthma,Females,Sydney LHD,04/05,134.2,119.4,150.3
Asthma,Females,Sydney LHD,05/06,125.7,111.5,141.1
Asthma,Females,Sydney LHD,06/07,153.6,138.1,170.3
Asthma,Females,Sydney LHD,07/08,141,126.3,157
