Risk group,Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
Older adults (65+ years),Persons,South Western Sydney LHD,2020-2021,138.1,124.7,152.6
Older adults (65+ years),Persons,South Eastern Sydney LHD,2011-2012,109.7,97.1,123.4
Older adults (65+ years),Persons,South Eastern Sydney LHD,2012-2013,121.8,108.6,136.2
Older adults (65+ years),Persons,South Eastern Sydney LHD,2013-2014,129.5,116,144.2
Older adults (65+ years),Persons,South Eastern Sydney LHD,2014-2015,121.2,108.5,135.1
Older adults (65+ years),Persons,South Eastern Sydney LHD,2015-2016,114.4,102.2,127.8
Older adults (65+ years),Persons,South Eastern Sydney LHD,2016-2017,126.2,113.3,140.1
Older adults (65+ years),Persons,South Eastern Sydney LHD,2017-2018,120.8,108.4,134.3
Older adults (65+ years),Persons,South Eastern Sydney LHD,2018-2019,102.2,90.9,114.6
Older adults (65+ years),Persons,South Eastern Sydney LHD,2019-2020,112,100.2,124.8
Older adults (65+ years),Persons,South Eastern Sydney LHD,2020-2021,105.5,94.2,117.7
Older adults (65+ years),Persons,Illawarra Shoalhaven LHD,2011-2012,188.1,166.2,212
Older adults (65+ years),Persons,Illawarra Shoalhaven LHD,2012-2013,186.1,164.6,209.6
Older adults (65+ years),Persons,Illawarra Shoalhaven LHD,2013-2014,203.2,181,227.4
Older adults (65+ years),Persons,Illawarra Shoalhaven LHD,2014-2015,200.1,178.3,223.8
Older adults (65+ years),Persons,Illawarra Shoalhaven LHD,2015-2016,203.5,181.8,227
Older adults (65+ years),Persons,Illawarra Shoalhaven LHD,2016-2017,220.2,197.9,244.2
Older adults (65+ years),Persons,Illawarra Shoalhaven LHD,2017-2018,199.6,178.6,222.3
Older adults (65+ years),Persons,Illawarra Shoalhaven LHD,2018-2019,182.7,162.9,204.3
Older adults (65+ years),Persons,Illawarra Shoalhaven LHD,2019-2020,188.7,168.8,210.2
Older adults (65+ years),Persons,Illawarra Shoalhaven LHD,2020-2021,188.7,169,210
Older adults (65+ years),Persons,Western Sydney LHD,2011-2012,151,133.2,170.5
Older adults (65+ years),Persons,Western Sydney LHD,2012-2013,152.6,135,171.8
Older adults (65+ years),Persons,Western Sydney LHD,2013-2014,165.6,147.6,185.2
Older adults (65+ years),Persons,Western Sydney LHD,2014-2015,167.2,149.2,186.7
Older adults (65+ years),Persons,Western Sydney LHD,2015-2016,169.4,151.6,188.7
Older adults (65+ years),Persons,Western Sydney LHD,2016-2017,169.3,151.8,188.2
Older adults (65+ years),Persons,Western Sydney LHD,2017-2018,140.3,124.7,157.3
Older adults (65+ years),Persons,Western Sydney LHD,2018-2019,136.7,121.6,153.2
Older adults (65+ years),Persons,Western Sydney LHD,2019-2020,132.8,118.2,148.6
Older adults (65+ years),Persons,Western Sydney LHD,2020-2021,119.6,106,134.4
Older adults (65+ years),Persons,Nepean Blue Mountains LHD,2011-2012,205.4,174.7,240
Older adults (65+ years),Persons,Nepean Blue Mountains LHD,2012-2013,209.1,178.8,242.9
Older adults (65+ years),Persons,Nepean Blue Mountains LHD,2013-2014,205.6,176.2,238.6
Older adults (65+ years),Persons,Nepean Blue Mountains LHD,2014-2015,222,191.8,255.6
Older adults (65+ years),Persons,Nepean Blue Mountains LHD,2015-2016,233.3,203,267
Older adults (65+ years),Persons,Nepean Blue Mountains LHD,2016-2017,234.5,204.5,267.5
Older adults (65+ years),Persons,Nepean Blue Mountains LHD,2017-2018,204.5,177.1,234.9
Older adults (65+ years),Persons,Nepean Blue Mountains LHD,2018-2019,175.9,150.9,203.8
Older adults (65+ years),Persons,Nepean Blue Mountains LHD,2019-2020,157.2,134.1,183
Older adults (65+ years),Persons,Nepean Blue Mountains LHD,2020-2021,140.3,119.2,164.1
Older adults (65+ years),Persons,Northern Sydney LHD,2011-2012,105.8,94.2,118.6
Older adults (65+ years),Persons,Northern Sydney LHD,2012-2013,102.4,91.1,114.7
Older adults (65+ years),Persons,Northern Sydney LHD,2013-2014,98.5,87.5,110.6
Older adults (65+ years),Persons,Northern Sydney LHD,2014-2015,98,87.2,109.8
Older adults (65+ years),Persons,Northern Sydney LHD,2015-2016,99,88.2,110.8
Older adults (65+ years),Persons,Northern Sydney LHD,2016-2017,97.4,86.8,109
Older adults (65+ years),Persons,Northern Sydney LHD,2017-2018,87,77.2,97.8
Older adults (65+ years),Persons,Northern Sydney LHD,2018-2019,80.4,71.1,90.6
Older adults (65+ years),Persons,Northern Sydney LHD,2019-2020,74.2,65.3,84
Older adults (65+ years),Persons,Northern Sydney LHD,2020-2021,72.6,63.9,82.1
Older adults (65+ years),Persons,Central Coast LHD,2011-2012,198.4,174.9,224.3
Older adults (65+ years),Persons,Central Coast LHD,2012-2013,219.8,195.1,246.8
Older adults (65+ years),Persons,Central Coast LHD,2013-2014,227.9,202.8,255.2
Older adults (65+ years),Persons,Central Coast LHD,2014-2015,234.8,209.7,262.1
Older adults (65+ years),Persons,Central Coast LHD,2015-2016,226.2,202,252.5
Older adults (65+ years),Persons,Central Coast LHD,2016-2017,245.5,220.4,272.6
Older adults (65+ years),Persons,Central Coast LHD,2017-2018,253,227.7,280.5
Older adults (65+ years),Persons,Central Coast LHD,2018-2019,240.8,216.3,267.3
Older adults (65+ years),Persons,Central Coast LHD,2019-2020,212,189.4,236.6
Older adults (65+ years),Persons,Central Coast LHD,2020-2021,194.4,173.1,217.7
Older adults (65+ years),Persons,Hunter New England LHD,2011-2012,180.2,165.6,195.7
Older adults (65+ years),Persons,Hunter New England LHD,2012-2013,193.2,178.1,209.2
Older adults (65+ years),Persons,Hunter New England LHD,2013-2014,201.2,186,217.3
Older adults (65+ years),Persons,Hunter New England LHD,2014-2015,202.6,187.6,218.5
Older adults (65+ years),Persons,Hunter New England LHD,2015-2016,208.3,193.1,224.3
Older adults (65+ years),Persons,Hunter New England LHD,2016-2017,220.1,204.7,236.4
Older adults (65+ years),Persons,Hunter New England LHD,2017-2018,209,194.2,224.7
Older adults (65+ years),Persons,Hunter New England LHD,2018-2019,197.4,183.1,212.4
Older adults (65+ years),Persons,Hunter New England LHD,2019-2020,185.6,172,200
Older adults (65+ years),Persons,Hunter New England LHD,2020-2021,175.8,162.8,189.5
Older adults (65+ years),Persons,Northern NSW LHD,2011-2012,179.2,155.9,204.9
Older adults (65+ years),Persons,Northern NSW LHD,2012-2013,159.8,138.1,183.9
Older adults (65+ years),Persons,Northern NSW LHD,2013-2014,151.7,130.8,174.9
Older adults (65+ years),Persons,Northern NSW LHD,2014-2015,163.8,142.3,187.5
Older adults (65+ years),Persons,Northern NSW LHD,2015-2016,179.8,157.7,204.2
Older adults (65+ years),Persons,Northern NSW LHD,2016-2017,176,154.5,199.7
Older adults (65+ years),Persons,Northern NSW LHD,2017-2018,171.2,150.1,194.3
Older adults (65+ years),Persons,Northern NSW LHD,2018-2019,174.1,153.3,197.1
Older adults (65+ years),Persons,Northern NSW LHD,2019-2020,180.9,159.9,203.9
Older adults (65+ years),Persons,Northern NSW LHD,2020-2021,153.7,134.5,174.9
Older adults (65+ years),Persons,Mid North Coast LHD,2011-2012,207.1,178.6,238.8
Older adults (65+ years),Persons,Mid North Coast LHD,2012-2013,205.1,177,236.3
Older adults (65+ years),Persons,Mid North Coast LHD,2013-2014,218.1,189.5,249.7
Older adults (65+ years),Persons,Mid North Coast LHD,2014-2015,201.2,174.4,231
Older adults (65+ years),Persons,Mid North Coast LHD,2015-2016,190.5,164.8,219
Older adults (65+ years),Persons,Mid North Coast LHD,2016-2017,208.2,181.6,237.6
Older adults (65+ years),Persons,Mid North Coast LHD,2017-2018,206.9,180.9,235.7
Older adults (65+ years),Persons,Mid North Coast LHD,2018-2019,221.8,195.1,251.2
Older adults (65+ years),Persons,Mid North Coast LHD,2019-2020,190.6,166.1,217.6
Older adults (65+ years),Persons,Mid North Coast LHD,2020-2021,159.4,137.5,183.9
Older adults (65+ years),Persons,Southern NSW LHD,2011-2012,198.1,165.4,235.3
Older adults (65+ years),Persons,Southern NSW LHD,2012-2013,189.8,158.5,225.5
Older adults (65+ years),Persons,Southern NSW LHD,2013-2014,207.3,175,243.8
Older adults (65+ years),Persons,Southern NSW LHD,2014-2015,239,204.6,277.4
Older adults (65+ years),Persons,Southern NSW LHD,2015-2016,222.5,189.9,259.1
Older adults (65+ years),Persons,Southern NSW LHD,2016-2017,218.8,187.1,254.4
Older adults (65+ years),Persons,Southern NSW LHD,2017-2018,246.4,213,283.5
Older adults (65+ years),Persons,Southern NSW LHD,2018-2019,239.4,206.9,275.7
Older adults (65+ years),Persons,Southern NSW LHD,2019-2020,205.1,175.7,238.1
Older adults (65+ years),Persons,Southern NSW LHD,2020-2021,191.3,163.4,222.5
Older adults (65+ years),Persons,Murrumbidgee LHD,2011-2012,199.2,170.3,231.5
Older adults (65+ years),Persons,Murrumbidgee LHD,2012-2013,191.6,163.6,222.9
Older adults (65+ years),Persons,Murrumbidgee LHD,2013-2014,202.1,173.7,233.8
Older adults (65+ years),Persons,Murrumbidgee LHD,2014-2015,231.6,201.5,265
Older adults (65+ years),Persons,Murrumbidgee LHD,2015-2016,243.7,212.9,277.7
Older adults (65+ years),Persons,Murrumbidgee LHD,2016-2017,220.9,191.9,253
Older adults (65+ years),Persons,Murrumbidgee LHD,2017-2018,205.4,177.7,236.1
Older adults (65+ years),Persons,Murrumbidgee LHD,2018-2019,219.7,191.6,250.9
Older adults (65+ years),Persons,Murrumbidgee LHD,2019-2020,212.5,185.1,242.8
Older adults (65+ years),Persons,Murrumbidgee LHD,2020-2021,205,178.5,234.4
Older adults (65+ years),Persons,Western NSW LHD,2011-2012,239.8,208.7,274.3
Older adults (65+ years),Persons,Western NSW LHD,2012-2013,239.4,208.7,273.3
Older adults (65+ years),Persons,Western NSW LHD,2013-2014,244.8,214.1,278.6
Older adults (65+ years),Persons,Western NSW LHD,2014-2015,274.4,242.2,309.7
Older adults (65+ years),Persons,Western NSW LHD,2015-2016,326.3,291.4,364.2
Older adults (65+ years),Persons,Western NSW LHD,2016-2017,357,320.6,396.4
Older adults (65+ years),Persons,Western NSW LHD,2017-2018,317.1,283.2,353.9
Older adults (65+ years),Persons,Western NSW LHD,2018-2019,267.7,237.1,301.2
Older adults (65+ years),Persons,Western NSW LHD,2019-2020,246.2,217.4,277.8
Older adults (65+ years),Persons,Western NSW LHD,2020-2021,229.6,202.1,259.8
Older adults (65+ years),Persons,Far West LHD,2011-2012,231.6,152.1,338.1
Older adults (65+ years),Persons,Far West LHD,2012-2013,350,250.4,475.8
Older adults (65+ years),Persons,Far West LHD,2013-2014,298.8,208.4,415.1
Older adults (65+ years),Persons,Far West LHD,2014-2015,309.2,216.7,427.5
Older adults (65+ years),Persons,Far West LHD,2015-2016,283.7,196.7,396.4
Older adults (65+ years),Persons,Far West LHD,2016-2017,192.2,122.4,287.7
Older adults (65+ years),Persons,Far West LHD,2017-2018,222.5,146,324.7
Older adults (65+ years),Persons,Far West LHD,2018-2019,266.9,182,377.5
Older adults (65+ years),Persons,Far West LHD,2019-2020,329.8,235,449.9
Older adults (65+ years),Persons,Far West LHD,2020-2021,277,192.4,386.1
Older adults (65+ years),Persons,All LHDs,2011-2012,165,159.7,170.5
Older adults (65+ years),Persons,All LHDs,2012-2013,169.3,163.9,174.7
Older adults (65+ years),Persons,All LHDs,2013-2014,173.6,168.2,179.1
Older adults (65+ years),Persons,All LHDs,2014-2015,175.8,170.4,181.2
Older adults (65+ years),Persons,All LHDs,2015-2016,178.7,173.4,184.1
Older adults (65+ years),Persons,All LHDs,2016-2017,185.5,180.2,191
Older adults (65+ years),Persons,All LHDs,2017-2018,174.1,169,179.3
Older adults (65+ years),Persons,All LHDs,2018-2019,163,158.1,168
Older adults (65+ years),Persons,All LHDs,2019-2020,154.9,150.2,159.6
Older adults (65+ years),Persons,All LHDs,2020-2021,144.3,139.9,148.9
All ages,Males,Sydney LHD,2011-2012,26.5,22.2,31.5
All ages,Males,Sydney LHD,2012-2013,27.8,23.4,32.7
All ages,Males,Sydney LHD,2013-2014,31.1,26.6,36.3
All ages,Males,Sydney LHD,2014-2015,29.5,25.1,34.4
All ages,Males,Sydney LHD,2015-2016,23.3,19.5,27.7
All ages,Males,Sydney LHD,2016-2017,24.5,20.7,28.9
All ages,Males,Sydney LHD,2017-2018,26,22,30.4
All ages,Males,Sydney LHD,2018-2019,23.4,19.7,27.5
All ages,Males,Sydney LHD,2019-2020,20.2,16.8,24
All ages,Males,Sydney LHD,2020-2021,21.6,18.2,25.5
All ages,Males,South Western Sydney LHD,2011-2012,29,25.1,33.3
All ages,Males,South Western Sydney LHD,2012-2013,30.2,26.3,34.5
All ages,Males,South Western Sydney LHD,2013-2014,31.9,27.9,36.2
All ages,Males,South Western Sydney LHD,2014-2015,29.3,25.6,33.3
All ages,Males,South Western Sydney LHD,2015-2016,29.5,25.9,33.5
All ages,Males,South Western Sydney LHD,2016-2017,33.6,29.8,37.7
All ages,Males,South Western Sydney LHD,2017-2018,28.7,25.3,32.5
All ages,Males,South Western Sydney LHD,2018-2019,23.4,20.4,26.7
All ages,Males,South Western Sydney LHD,2019-2020,24.2,21.2,27.5
All ages,Males,South Western Sydney LHD,2020-2021,23.3,20.4,26.5
All ages,Males,South Eastern Sydney LHD,2011-2012,18.8,16,22
All ages,Males,South Eastern Sydney LHD,2012-2013,21.5,18.5,24.8
All ages,Males,South Eastern Sydney LHD,2013-2014,22.1,19.1,25.5
All ages,Males,South Eastern Sydney LHD,2014-2015,20.3,17.5,23.4
All ages,Males,South Eastern Sydney LHD,2015-2016,18.1,15.5,21
All ages,Males,South Eastern Sydney LHD,2016-2017,19.4,16.7,22.4
All ages,Males,South Eastern Sydney LHD,2017-2018,18.5,15.9,21.4
All ages,Males,South Eastern Sydney LHD,2018-2019,14.6,12.4,17.2
All ages,Males,South Eastern Sydney LHD,2019-2020,16.1,13.8,18.8
All ages,Males,South Eastern Sydney LHD,2020-2021,16.2,13.9,18.8
All ages,Males,Illawarra Shoalhaven LHD,2011-2012,34,29,39.6
All ages,Males,Illawarra Shoalhaven LHD,2012-2013,33.5,28.6,39
All ages,Males,Illawarra Shoalhaven LHD,2013-2014,36.2,31.2,41.8
All ages,Males,Illawarra Shoalhaven LHD,2014-2015,34.7,29.9,40.1
All ages,Males,Illawarra Shoalhaven LHD,2015-2016,34.7,30,40.1
All ages,Males,Illawarra Shoalhaven LHD,2016-2017,34.2,29.5,39.4
All ages,Males,Illawarra Shoalhaven LHD,2017-2018,30.4,26.1,35.4
All ages,Males,Illawarra Shoalhaven LHD,2018-2019,28.4,24.2,33.1
All ages,Males,Illawarra Shoalhaven LHD,2019-2020,30.5,26.2,35.3
All ages,Males,Illawarra Shoalhaven LHD,2020-2021,31.2,27,36.1
All ages,Males,Western Sydney LHD,2011-2012,26.2,22.2,30.8
All ages,Males,Western Sydney LHD,2012-2013,27.1,23.1,31.6
All ages,Males,Western Sydney LHD,2013-2014,30.6,26.3,35.2
All ages,Males,Western Sydney LHD,2014-2015,31.9,27.7,36.5
All ages,Males,Western Sydney LHD,2015-2016,30.3,26.3,34.7
All ages,Males,Western Sydney LHD,2016-2017,29.3,25.5,33.6
All ages,Males,Western Sydney LHD,2017-2018,23.9,20.5,27.7
All ages,Males,Western Sydney LHD,2018-2019,23.2,19.9,26.9
All ages,Males,Western Sydney LHD,2019-2020,24.5,21.2,28.1
All ages,Males,Western Sydney LHD,2020-2021,20.7,17.7,24
All ages,Males,Nepean Blue Mountains LHD,2011-2012,28.6,22.4,35.9
All ages,Males,Nepean Blue Mountains LHD,2012-2013,30.7,24.4,38.1
All ages,Males,Nepean Blue Mountains LHD,2013-2014,33,26.6,40.4
All ages,Males,Nepean Blue Mountains LHD,2014-2015,35.2,28.8,42.6
All ages,Males,Nepean Blue Mountains LHD,2015-2016,39.4,32.7,47
All ages,Males,Nepean Blue Mountains LHD,2016-2017,40.6,33.9,48.3
All ages,Males,Nepean Blue Mountains LHD,2017-2018,33.3,27.3,40.1
All ages,Males,Nepean Blue Mountains LHD,2018-2019,27.1,21.8,33.2
All ages,Males,Nepean Blue Mountains LHD,2019-2020,25,20,30.8
All ages,Males,Nepean Blue Mountains LHD,2020-2021,22.4,17.9,27.8
All ages,Males,Northern Sydney LHD,2011-2012,17.6,15,20.5
All ages,Males,Northern Sydney LHD,2012-2013,17.1,14.6,20
All ages,Males,Northern Sydney LHD,2013-2014,14.8,12.5,17.4
All ages,Males,Northern Sydney LHD,2014-2015,14.3,12.1,16.9
All ages,Males,Northern Sydney LHD,2015-2016,14,11.9,16.5
All ages,Males,Northern Sydney LHD,2016-2017,14,11.8,16.4
All ages,Males,Northern Sydney LHD,2017-2018,12.2,10.2,14.4
All ages,Males,Northern Sydney LHD,2018-2019,11,9.2,13.2
All ages,Males,Northern Sydney LHD,2019-2020,11,9.2,13.1
All ages,Males,Northern Sydney LHD,2020-2021,11.5,9.6,13.6
All ages,Males,Central Coast LHD,2011-2012,33.1,27.9,39.1
All ages,Males,Central Coast LHD,2012-2013,37.2,31.7,43.4
All ages,Males,Central Coast LHD,2013-2014,40.9,35.2,47.3
All ages,Males,Central Coast LHD,2014-2015,43.1,37.3,49.6
All ages,Males,Central Coast LHD,2015-2016,40,34.5,46.3
All ages,Males,Central Coast LHD,2016-2017,39.6,34.2,45.7
All ages,Males,Central Coast LHD,2017-2018,40.6,35.2,46.7
All ages,Males,Central Coast LHD,2018-2019,41.1,35.7,47.2
All ages,Males,Central Coast LHD,2019-2020,34.8,29.8,40.5
All ages,Males,Central Coast LHD,2020-2021,29.3,24.8,34.4
All ages,Males,Hunter New England LHD,2011-2012,34.3,30.8,38
All ages,Males,Hunter New England LHD,2012-2013,34.8,31.4,38.5
All ages,Males,Hunter New England LHD,2013-2014,33.8,30.5,37.5
All ages,Males,Hunter New England LHD,2014-2015,33.9,30.6,37.5
All ages,Males,Hunter New England LHD,2015-2016,35,31.6,38.6
All ages,Males,Hunter New England LHD,2016-2017,38.9,35.4,42.7
All ages,Males,Hunter New England LHD,2017-2018,37.2,33.9,40.9
All ages,Males,Hunter New England LHD,2018-2019,32.6,29.5,36
All ages,Males,Hunter New England LHD,2019-2020,30.4,27.5,33.6
All ages,Males,Hunter New England LHD,2020-2021,28.6,25.8,31.6
All ages,Males,Northern NSW LHD,2011-2012,31.5,26.4,37.5
All ages,Males,Northern NSW LHD,2012-2013,31.3,26.2,37.2
All ages,Males,Northern NSW LHD,2013-2014,27.7,23,33.3
All ages,Males,Northern NSW LHD,2014-2015,29,24.2,34.5
All ages,Males,Northern NSW LHD,2015-2016,31.3,26.5,37
All ages,Males,Northern NSW LHD,2016-2017,29.7,25,35.2
All ages,Males,Northern NSW LHD,2017-2018,30.1,25.4,35.5
All ages,Males,Northern NSW LHD,2018-2019,31.3,26.6,36.8
All ages,Males,Northern NSW LHD,2019-2020,32.5,27.7,38
All ages,Males,Northern NSW LHD,2020-2021,28.2,23.7,33.4
All ages,Males,Mid North Coast LHD,2011-2012,38.8,32.3,46.5
All ages,Males,Mid North Coast LHD,2012-2013,40,33.4,47.7
All ages,Males,Mid North Coast LHD,2013-2014,38.4,32,45.9
All ages,Males,Mid North Coast LHD,2014-2015,33.7,27.8,40.7
All ages,Males,Mid North Coast LHD,2015-2016,35.3,29.4,42.3
All ages,Males,Mid North Coast LHD,2016-2017,38.9,32.8,46.1
All ages,Males,Mid North Coast LHD,2017-2018,36.5,30.6,43.4
All ages,Males,Mid North Coast LHD,2018-2019,36.2,30.5,42.9
All ages,Males,Mid North Coast LHD,2019-2020,32.4,27.1,38.8
All ages,Males,Mid North Coast LHD,2020-2021,27.5,22.6,33.4
All ages,Males,Southern NSW LHD,2011-2012,37,29.6,45.7
All ages,Males,Southern NSW LHD,2012-2013,33.2,26.4,41.4
All ages,Males,Southern NSW LHD,2013-2014,29.3,23,36.8
All ages,Males,Southern NSW LHD,2014-2015,33.4,26.8,41.3
All ages,Males,Southern NSW LHD,2015-2016,33.4,26.9,41.2
All ages,Males,Southern NSW LHD,2016-2017,36,29.3,43.9
All ages,Males,Southern NSW LHD,2017-2018,38.9,32,46.9
All ages,Males,Southern NSW LHD,2018-2019,38.6,31.9,46.5
All ages,Males,Southern NSW LHD,2019-2020,35.4,29.1,42.9
All ages,Males,Southern NSW LHD,2020-2021,32.6,26.6,39.7
All ages,Males,Murrumbidgee LHD,2011-2012,35,28.6,42.6
All ages,Males,Murrumbidgee LHD,2012-2013,33.8,27.6,41.1
All ages,Males,Murrumbidgee LHD,2013-2014,35.8,29.5,43.1
All ages,Males,Murrumbidgee LHD,2014-2015,39.2,32.7,46.8
All ages,Males,Murrumbidgee LHD,2015-2016,36.2,30,43.5
All ages,Males,Murrumbidgee LHD,2016-2017,31.9,26.2,38.6
All ages,Males,Murrumbidgee LHD,2017-2018,35.8,29.8,42.9
All ages,Males,Murrumbidgee LHD,2018-2019,38.2,32,45.5
All ages,Males,Murrumbidgee LHD,2019-2020,34.7,28.8,41.5
All ages,Males,Murrumbidgee LHD,2020-2021,34.3,28.5,40.9
All ages,Males,Western NSW LHD,2011-2012,47,39.6,55.5
All ages,Males,Western NSW LHD,2012-2013,46.1,38.9,54.4
All ages,Males,Western NSW LHD,2013-2014,46.8,39.7,54.9
All ages,Males,Western NSW LHD,2014-2015,48.7,41.6,56.8
All ages,Males,Western NSW LHD,2015-2016,52.5,45,60.8
All ages,Males,Western NSW LHD,2016-2017,57.4,49.7,66
All ages,Males,Western NSW LHD,2017-2018,53.5,46.2,61.6
All ages,Males,Western NSW LHD,2018-2019,44.4,37.9,51.8
All ages,Males,Western NSW LHD,2019-2020,39.5,33.5,46.4
All ages,Males,Western NSW LHD,2020-2021,37.6,31.8,44.2
All ages,Males,Far West LHD,2011-2012,38.5,21.4,64.9
All ages,Males,Far West LHD,2012-2013,56.2,35.1,86.3
All ages,Males,Far West LHD,2013-2014,49,29.9,77.1
All ages,Males,Far West LHD,2014-2015,59.1,37.8,89.2
All ages,Males,Far West LHD,2015-2016,60.6,39.1,91
All ages,Males,Far West LHD,2016-2017,46.1,27.3,74
All ages,Males,Far West LHD,2017-2018,52.7,32.7,81.8
All ages,Males,Far West LHD,2018-2019,50.2,31.3,77.9
All ages,Males,Far West LHD,2019-2020,56.6,36.2,86
All ages,Males,Far West LHD,2020-2021,54.9,35.1,83.6
All ages,Males,All LHDs,2011-2012,29.5,28.2,30.7
All ages,Males,All LHDs,2012-2013,30.4,29.1,31.6
All ages,Males,All LHDs,2013-2014,30.8,29.5,32
All ages,Males,All LHDs,2014-2015,30.6,29.4,31.8
All ages,Males,All LHDs,2015-2016,30.1,29,31.3
All ages,Males,All LHDs,2016-2017,31.1,30,32.3
All ages,Males,All LHDs,2017-2018,29.2,28.1,30.3
All ages,Males,All LHDs,2018-2019,26.7,25.6,27.8
All ages,Males,All LHDs,2019-2020,25.8,24.8,26.8
All ages,Males,All LHDs,2020-2021,24.4,23.4,25.4
All ages,Females,Sydney LHD,2011-2012,14,11.3,17.3
All ages,Females,Sydney LHD,2012-2013,13.1,10.5,16.2
All ages,Females,Sydney LHD,2013-2014,10.5,8.2,13.3
All ages,Females,Sydney LHD,2014-2015,11.1,8.8,13.9
All ages,Females,Sydney LHD,2015-2016,12.1,9.7,15
All ages,Females,Sydney LHD,2016-2017,11.1,8.8,13.8
All ages,Females,Sydney LHD,2017-2018,10.9,8.7,13.6
All ages,Females,Sydney LHD,2018-2019,11.3,9,14
All ages,Females,Sydney LHD,2019-2020,10,7.8,12.6
All ages,Females,Sydney LHD,2020-2021,9.8,7.7,12.4
All ages,Females,South Western Sydney LHD,2011-2012,19.6,16.9,22.7
All ages,Females,South Western Sydney LHD,2012-2013,19.6,16.9,22.7
All ages,Females,South Western Sydney LHD,2013-2014,19,16.3,21.9
All ages,Females,South Western Sydney LHD,2014-2015,19,16.4,21.9
All ages,Females,South Western Sydney LHD,2015-2016,21.3,18.5,24.3
All ages,Females,South Western Sydney LHD,2016-2017,22.1,19.4,25.2
All ages,Females,South Western Sydney LHD,2017-2018,20.5,18,23.4
All ages,Females,South Western Sydney LHD,2018-2019,19.1,16.6,21.8
All ages,Females,South Western Sydney LHD,2019-2020,17.1,14.8,19.6
All ages,Females,South Western Sydney LHD,2020-2021,15.4,13.3,17.8
All ages,Females,South Eastern Sydney LHD,2011-2012,11.9,10,14.1
All ages,Females,South Eastern Sydney LHD,2012-2013,13.1,11.1,15.4
All ages,Females,South Eastern Sydney LHD,2013-2014,13.9,11.9,16.3
All ages,Females,South Eastern Sydney LHD,2014-2015,13.6,11.6,15.9
All ages,Females,South Eastern Sydney LHD,2015-2016,14.1,12,16.4
All ages,Females,South Eastern Sydney LHD,2016-2017,15.8,13.7,18.3
All ages,Females,South Eastern Sydney LHD,2017-2018,15.2,13.2,17.6
All ages,Females,South Eastern Sydney LHD,2018-2019,13.9,11.9,16.2
All ages,Females,South Eastern Sydney LHD,2019-2020,14.1,12,16.4
All ages,Females,South Eastern Sydney LHD,2020-2021,12,10.2,14.1
All ages,Females,Illawarra Shoalhaven LHD,2011-2012,20.3,16.9,24.4
All ages,Females,Illawarra Shoalhaven LHD,2012-2013,20.5,17.1,24.5
All ages,Females,Illawarra Shoalhaven LHD,2013-2014,23.6,20,27.9
All ages,Females,Illawarra Shoalhaven LHD,2014-2015,25.1,21.3,29.5
All ages,Females,Illawarra Shoalhaven LHD,2015-2016,24.9,21.2,29.2
All ages,Females,Illawarra Shoalhaven LHD,2016-2017,27.3,23.5,31.6
All ages,Females,Illawarra Shoalhaven LHD,2017-2018,25,21.4,29.1
All ages,Females,Illawarra Shoalhaven LHD,2018-2019,24.2,20.7,28.2
All ages,Females,Illawarra Shoalhaven LHD,2019-2020,24.5,21,28.5
All ages,Females,Illawarra Shoalhaven LHD,2020-2021,23.2,19.8,27.1
All ages,Females,Western Sydney LHD,2011-2012,16.8,14,20
All ages,Females,Western Sydney LHD,2012-2013,16,13.4,19
All ages,Females,Western Sydney LHD,2013-2014,16.3,13.8,19.3
All ages,Females,Western Sydney LHD,2014-2015,16.3,13.7,19.2
All ages,Females,Western Sydney LHD,2015-2016,18.2,15.4,21.3
All ages,Females,Western Sydney LHD,2016-2017,19,16.2,22.1
All ages,Females,Western Sydney LHD,2017-2018,16.5,14,19.3
All ages,Females,Western Sydney LHD,2018-2019,16,13.5,18.7
All ages,Females,Western Sydney LHD,2019-2020,13.5,11.3,16
All ages,Females,Western Sydney LHD,2020-2021,13.8,11.6,16.2
All ages,Females,Nepean Blue Mountains LHD,2011-2012,26.3,21.3,32.2
All ages,Females,Nepean Blue Mountains LHD,2012-2013,26.9,22,32.7
All ages,Females,Nepean Blue Mountains LHD,2013-2014,26.4,21.5,32.1
All ages,Females,Nepean Blue Mountains LHD,2014-2015,28.4,23.3,34.2
All ages,Females,Nepean Blue Mountains LHD,2015-2016,27.7,22.8,33.3
All ages,Females,Nepean Blue Mountains LHD,2016-2017,27.1,22.4,32.6
All ages,Females,Nepean Blue Mountains LHD,2017-2018,26.4,21.8,31.7
All ages,Females,Nepean Blue Mountains LHD,2018-2019,24.3,20,29.4
All ages,Females,Nepean Blue Mountains LHD,2019-2020,21.9,17.9,26.6
All ages,Females,Nepean Blue Mountains LHD,2020-2021,20.1,16.3,24.5
All ages,Females,Northern Sydney LHD,2011-2012,11.6,9.8,13.7
All ages,Females,Northern Sydney LHD,2012-2013,10.8,9.1,12.7
All ages,Females,Northern Sydney LHD,2013-2014,11.5,9.7,13.5
All ages,Females,Northern Sydney LHD,2014-2015,12.3,10.5,14.4
All ages,Females,Northern Sydney LHD,2015-2016,12.6,10.7,14.6
All ages,Females,Northern Sydney LHD,2016-2017,12.1,10.4,14.1
All ages,Females,Northern Sydney LHD,2017-2018,11,9.4,12.9
