"Influenza and pneumonia hospitalisations by Age (years), Sex and LHD",,,,,,
Age (years),Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
65+ years,Males,Northern NSW LHD,6-Jul,995.9,868.7,"1,136.40"
65+ years,Males,Northern NSW LHD,7-Aug,"1,248.20","1,108.50","1,400.60"
65+ years,Males,Northern NSW LHD,8-Sep,"1,108.70",978.3,"1,251.70"
65+ years,Males,Northern NSW LHD,9-Oct,"1,059.10",933.5,"1,196.70"
65+ years,Males,Northern NSW LHD,10-Nov,"1,025.90",904.6,"1,158.80"
65+ years,Males,Northern NSW LHD,11-Dec,"1,389.30","1,249.30","1,540.60"
65+ years,Males,Northern NSW LHD,Dec-13,"1,140.40","1,016.50","1,275.30"
65+ years,Males,Northern NSW LHD,13/14,"1,159.00","1,035.50","1,293.20"
65+ years,Males,Northern NSW LHD,14/15,"1,246.50","1,120.80","1,382.40"
65+ years,Males,Northern NSW LHD,15/16,"1,377.10","1,246.90","1,517.10"
65+ years,Males,Northern NSW LHD,16/17,"1,481.80","1,349.10","1,624.10"
65+ years,Males,Northern NSW LHD,17/18,"1,719.10","1,577.40","1,870.20"
65+ years,Males,Northern NSW LHD,18/19,"1,281.10","1,160.40","1,410.80"
65+ years,Males,Northern NSW LHD,19/20,"1,480.60","1,353.40","1,616.60"
65+ years,Males,Northern NSW LHD,20/21,931.3,832.3,"1,038.90"
65+ years,Males,Mid North Coast LHD,1-Feb,"1,360.00","1,173.80","1,567.10"
65+ years,Males,Mid North Coast LHD,2-Mar,"1,401.60","1,217.60","1,605.40"
65+ years,Males,Mid North Coast LHD,3-Apr,"1,533.50","1,344.90","1,741.00"
65+ years,Males,Mid North Coast LHD,4-May,"1,577.90","1,388.60","1,785.50"
65+ years,Males,Mid North Coast LHD,5-Jun,"1,416.70","1,241.00","1,610.10"
65+ years,Males,Mid North Coast LHD,6-Jul,"1,554.10","1,372.50","1,753.00"
65+ years,Males,Mid North Coast LHD,7-Aug,"1,695.20","1,509.50","1,897.40"
65+ years,Males,Mid North Coast LHD,8-Sep,"1,491.40","1,319.10","1,679.90"
65+ years,Males,Mid North Coast LHD,9-Oct,"1,311.30","1,153.50","1,484.70"
65+ years,Males,Mid North Coast LHD,10-Nov,"1,471.00","1,307.00","1,649.90"
65+ years,Males,Mid North Coast LHD,11-Dec,"1,628.50","1,457.80","1,813.60"
65+ years,Males,Mid North Coast LHD,Dec-13,"1,695.60","1,524.20","1,881.00"
65+ years,Males,Mid North Coast LHD,13/14,"1,638.90","1,472.10","1,819.40"
65+ years,Males,Mid North Coast LHD,14/15,"1,809.60","1,637.10","1,995.10"
65+ years,Males,Mid North Coast LHD,15/16,"1,920.00","1,745.20","2,107.60"
65+ years,Males,Mid North Coast LHD,16/17,"1,793.00","1,627.00","1,971.30"
65+ years,Males,Mid North Coast LHD,17/18,"1,887.50","1,720.00","2,066.80"
65+ years,Males,Mid North Coast LHD,18/19,"1,588.20","1,437.40","1,750.40"
65+ years,Males,Mid North Coast LHD,19/20,"1,590.60","1,442.10","1,750.10"
65+ years,Males,Mid North Coast LHD,20/21,"1,210.70","1,083.40","1,348.80"
65+ years,Males,Southern NSW LHD,1-Feb,"1,523.70","1,292.90","1,783.30"
65+ years,Males,Southern NSW LHD,2-Mar,"1,676.00","1,438.90","1,940.60"
65+ years,Males,Southern NSW LHD,3-Apr,"1,734.70","1,493.40","2,003.30"
65+ years,Males,Southern NSW LHD,4-May,"1,520.50","1,306.30","1,759.80"
65+ years,Males,Southern NSW LHD,5-Jun,"1,238.00","1,047.40","1,453.30"
65+ years,Males,Southern NSW LHD,6-Jul,"1,470.30","1,260.60","1,704.40"
65+ years,Males,Southern NSW LHD,7-Aug,"2,052.00","1,810.20","2,316.70"
65+ years,Males,Southern NSW LHD,8-Sep,"2,095.20","1,855.20","2,357.40"
65+ years,Males,Southern NSW LHD,9-Oct,"1,782.80","1,565.90","2,021.10"
65+ years,Males,Southern NSW LHD,10-Nov,"1,755.70","1,544.70","1,987.10"
65+ years,Males,Southern NSW LHD,11-Dec,"1,991.50","1,771.20","2,231.30"
65+ years,Males,Southern NSW LHD,Dec-13,"1,798.30","1,595.40","2,019.70"
65+ years,Males,Southern NSW LHD,13/14,"1,533.70","1,348.60","1,736.90"
65+ years,Males,Southern NSW LHD,14/15,"1,747.20","1,551.70","1,960.10"
65+ years,Males,Southern NSW LHD,15/16,"1,860.50","1,661.20","2,076.80"
65+ years,Males,Southern NSW LHD,16/17,"2,079.20","1,872.90","2,301.70"
65+ years,Males,Southern NSW LHD,17/18,"2,525.50","2,300.80","2,766.10"
65+ years,Males,Southern NSW LHD,18/19,"2,011.70","1,815.00","2,223.70"
65+ years,Males,Southern NSW LHD,19/20,"1,980.90","1,789.20","2,187.50"
65+ years,Males,Southern NSW LHD,20/21,"1,415.70","1,257.90","1,587.70"
65+ years,Males,Murrumbidgee LHD,1-Feb,"1,991.00","1,757.50","2,246.60"
65+ years,Males,Murrumbidgee LHD,2-Mar,"2,420.60","2,168.00","2,694.40"
65+ years,Males,Murrumbidgee LHD,3-Apr,"1,855.90","1,633.10","2,100.10"
65+ years,Males,Murrumbidgee LHD,4-May,"2,022.20","1,790.30","2,275.40"
65+ years,Males,Murrumbidgee LHD,5-Jun,"1,881.00","1,668.00","2,113.50"
65+ years,Males,Murrumbidgee LHD,6-Jul,"2,048.80","1,828.90","2,287.70"
65+ years,Males,Murrumbidgee LHD,7-Aug,"2,099.60","1,882.10","2,335.10"
65+ years,Males,Murrumbidgee LHD,8-Sep,"1,899.20","1,693.80","2,122.40"
65+ years,Males,Murrumbidgee LHD,9-Oct,"1,781.90","1,588.80","1,991.90"
65+ years,Males,Murrumbidgee LHD,10-Nov,"2,014.40","1,812.40","2,232.70"
65+ years,Males,Murrumbidgee LHD,11-Dec,"2,100.70","1,897.50","2,319.40"
65+ years,Males,Murrumbidgee LHD,Dec-13,"1,895.90","1,707.70","2,099.00"
65+ years,Males,Murrumbidgee LHD,13/14,"2,083.10","1,888.20","2,292.50"
65+ years,Males,Murrumbidgee LHD,14/15,"2,510.80","2,299.30","2,736.60"
65+ years,Males,Murrumbidgee LHD,15/16,"2,384.70","2,181.20","2,602.00"
65+ years,Males,Murrumbidgee LHD,16/17,"2,318.00","2,119.90","2,529.70"
65+ years,Males,Murrumbidgee LHD,17/18,"2,574.00","2,367.70","2,793.40"
65+ years,Males,Murrumbidgee LHD,18/19,"2,348.70","2,154.20","2,556.10"
65+ years,Males,Murrumbidgee LHD,19/20,"2,292.40","2,102.90","2,494.30"
65+ years,Males,Murrumbidgee LHD,20/21,"1,741.30","1,578.90","1,915.70"
65+ years,Males,Western NSW LHD,1-Feb,"2,309.90","2,064.70","2,576.00"
65+ years,Males,Western NSW LHD,2-Mar,"2,400.00","2,151.90","2,668.60"
65+ years,Males,Western NSW LHD,3-Apr,"2,582.40","2,326.00","2,859.20"
65+ years,Males,Western NSW LHD,4-May,"2,503.90","2,253.50","2,774.40"
65+ years,Males,Western NSW LHD,5-Jun,"2,078.40","1,857.00","2,318.70"
65+ years,Males,Western NSW LHD,6-Jul,"1,972.60","1,759.90","2,203.60"
65+ years,Males,Western NSW LHD,7-Aug,"2,181.20","1,962.20","2,417.90"
65+ years,Males,Western NSW LHD,8-Sep,"2,038.40","1,831.30","2,262.40"
65+ years,Males,Western NSW LHD,9-Oct,"2,152.80","1,940.20","2,382.00"
65+ years,Males,Western NSW LHD,10-Nov,"1,992.70","1,795.00","2,206.10"
65+ years,Males,Western NSW LHD,11-Dec,"2,002.50","1,807.30","2,212.80"
65+ years,Males,Western NSW LHD,Dec-13,"2,400.90","2,191.30","2,625.10"
65+ years,Males,Western NSW LHD,13/14,"1,883.40","1,701.80","2,079.10"
65+ years,Males,Western NSW LHD,14/15,"2,137.30","1,946.50","2,341.60"
65+ years,Males,Western NSW LHD,15/16,"2,273.40","2,077.30","2,483.00"
65+ years,Males,Western NSW LHD,16/17,"2,646.80","2,437.80","2,868.80"
65+ years,Males,Western NSW LHD,17/18,"2,448.00","2,250.50","2,658.10"
65+ years,Males,Western NSW LHD,18/19,"1,879.00","1,708.90","2,061.40"
65+ years,Males,Western NSW LHD,19/20,"1,844.80","1,678.30","2,023.30"
65+ years,Males,Western NSW LHD,20/21,"1,463.50","1,317.80","1,620.80"
65+ years,Males,All LHDs,1-Feb,"1,444.00","1,403.30","1,485.60"
65+ years,Males,All LHDs,2-Mar,"1,471.80","1,431.30","1,513.20"
65+ years,Males,All LHDs,3-Apr,"1,429.20","1,389.70","1,469.60"
65+ years,Males,All LHDs,4-May,"1,456.50","1,417.00","1,496.80"
65+ years,Males,All LHDs,5-Jun,"1,324.30","1,287.20","1,362.20"
65+ years,Males,All LHDs,6-Jul,"1,373.30","1,336.20","1,411.30"
65+ years,Males,All LHDs,7-Aug,"1,523.60","1,485.40","1,562.70"
65+ years,Males,All LHDs,8-Sep,"1,424.80","1,388.40","1,462.00"
65+ years,Males,All LHDs,9-Oct,"1,335.40","1,300.90","1,370.70"
65+ years,Males,All LHDs,10-Nov,"1,407.40","1,372.70","1,442.80"
65+ years,Males,All LHDs,11-Dec,"1,561.60","1,525.60","1,598.30"
65+ years,Males,All LHDs,Dec-13,"1,517.50","1,482.60","1,553.10"
65+ years,Males,All LHDs,13/14,"1,469.00","1,435.40","1,503.30"
65+ years,Males,All LHDs,14/15,"1,695.40","1,659.70","1,731.60"
65+ years,Males,All LHDs,15/16,"1,662.80","1,628.10","1,698.10"
65+ years,Males,All LHDs,16/17,"1,800.60","1,765.10","1,836.60"
65+ years,Males,All LHDs,17/18,"2,065.00","2,027.70","2,103.00"
65+ years,Males,All LHDs,18/19,"1,752.40","1,718.70","1,786.70"
65+ years,Males,All LHDs,19/20,"1,707.20","1,674.50","1,740.40"
65+ years,Males,All LHDs,20/21,"1,126.60","1,100.70","1,153.00"
65+ years,Females,Sydney LHD,1-Feb,863.5,769.9,965.3
65+ years,Females,Sydney LHD,2-Mar,930.3,833.7,"1,035.20"
65+ years,Females,Sydney LHD,3-Apr,898.3,802.9,"1,002.10"
65+ years,Females,Sydney LHD,4-May,"1,022.90",922.7,"1,131.20"
65+ years,Females,Sydney LHD,5-Jun,838.1,747.2,937.2
65+ years,Females,Sydney LHD,6-Jul,850.9,760.2,949.8
65+ years,Females,Sydney LHD,7-Aug,957.5,861.9,"1,061.10"
65+ years,Females,Sydney LHD,8-Sep,866.4,775.4,965.3
65+ years,Females,Sydney LHD,9-Oct,794.3,707.1,889.3
65+ years,Females,Sydney LHD,10-Nov,916.9,825,"1,016.50"
65+ years,Females,Sydney LHD,11-Dec,"1,000.20",905.5,"1,102.20"
65+ years,Females,Sydney LHD,Dec-13,941.6,850.2,"1,040.40"
65+ years,Females,Sydney LHD,13/14,891.6,803.5,986.9
65+ years,Females,Sydney LHD,14/15,"1,127.10","1,028.10","1,233.10"
65+ years,Females,Sydney LHD,15/16,"1,162.90","1,063.80","1,268.90"
65+ years,Females,Sydney LHD,16/17,"1,333.50","1,228.10","1,445.50"
65+ years,Females,Sydney LHD,17/18,"1,488.40","1,380.50","1,602.70"
65+ years,Females,Sydney LHD,18/19,"1,167.10","1,073.30","1,267.00"
65+ years,Females,Sydney LHD,19/20,"1,250.70","1,155.20","1,352.10"
65+ years,Females,Sydney LHD,20/21,700,629.8,776
65+ years,Females,South Western Sydney LHD,1-Feb,802.1,719.6,891.5
65+ years,Females,South Western Sydney LHD,2-Mar,986.3,895.7,"1,083.50"
65+ years,Females,South Western Sydney LHD,3-Apr,"1,008.90",918.4,"1,105.90"
65+ years,Females,South Western Sydney LHD,4-May,911,826.2,"1,002.10"
65+ years,Females,South Western Sydney LHD,5-Jun,865.4,784.1,952.9
65+ years,Females,South Western Sydney LHD,6-Jul,826.8,748.7,910.8
65+ years,Females,South Western Sydney LHD,7-Aug,923.4,841.7,"1,011.00"
65+ years,Females,South Western Sydney LHD,8-Sep,818.8,742.8,900.6
65+ years,Females,South Western Sydney LHD,9-Oct,749,677.8,825.6
65+ years,Females,South Western Sydney LHD,10-Nov,773.2,701.9,849.9
65+ years,Females,South Western Sydney LHD,11-Dec,926.7,849.1,"1,009.40"
65+ years,Females,South Western Sydney LHD,Dec-13,916.4,840.6,997.2
65+ years,Females,South Western Sydney LHD,13/14,896.4,822.7,974.9
65+ years,Females,South Western Sydney LHD,14/15,"1,152.50","1,069.00","1,240.70"
65+ years,Females,South Western Sydney LHD,15/16,"1,186.70","1,103.70","1,274.30"
65+ years,Females,South Western Sydney LHD,16/17,"1,281.30","1,196.00","1,371.00"
65+ years,Females,South Western Sydney LHD,17/18,"1,509.90","1,419.20","1,604.90"
65+ years,Females,South Western Sydney LHD,18/19,"1,245.00","1,164.60","1,329.60"
65+ years,Females,South Western Sydney LHD,19/20,"1,240.10","1,160.60","1,323.50"
65+ years,Females,South Western Sydney LHD,20/21,716.6,657.9,779.3
65+ years,Females,South Eastern Sydney LHD,1-Feb,849.2,779,924.2
65+ years,Females,South Eastern Sydney LHD,2-Mar,890.9,819.8,966.6
65+ years,Females,South Eastern Sydney LHD,3-Apr,925,852.4,"1,002.20"
65+ years,Females,South Eastern Sydney LHD,4-May,878.3,807.9,953.3
65+ years,Females,South Eastern Sydney LHD,5-Jun,785.8,719.1,857.1
65+ years,Females,South Eastern Sydney LHD,6-Jul,750.1,686.6,818
65+ years,Females,South Eastern Sydney LHD,7-Aug,922.6,851.9,997.6
65+ years,Females,South Eastern Sydney LHD,8-Sep,823.7,757.8,894.1
65+ years,Females,South Eastern Sydney LHD,9-Oct,801.4,735.5,871.7
65+ years,Females,South Eastern Sydney LHD,10-Nov,835.3,769.2,905.7
65+ years,Females,South Eastern Sydney LHD,11-Dec,933.5,865,"1,006.10"
65+ years,Females,South Eastern Sydney LHD,Dec-13,946.5,877.4,"1,019.80"
65+ years,Females,South Eastern Sydney LHD,13/14,874,807.9,944.2
65+ years,Females,South Eastern Sydney LHD,14/15,"1,169.60","1,093.00","1,250.10"
65+ years,Females,South Eastern Sydney LHD,15/16,"1,040.20",968.5,"1,115.90"
65+ years,Females,South Eastern Sydney LHD,16/17,"1,277.80","1,198.50","1,361.00"
65+ years,Females,South Eastern Sydney LHD,17/18,"1,508.70","1,423.30","1,598.00"
65+ years,Females,South Eastern Sydney LHD,18/19,"1,396.90","1,315.90","1,481.60"
65+ years,Females,South Eastern Sydney LHD,19/20,"1,289.20","1,213.20","1,368.70"
65+ years,Females,South Eastern Sydney LHD,20/21,614.2,562.7,669.3
65+ years,Females,Illawarra Shoalhaven LHD,1-Feb,651,561.9,750.1
65+ years,Females,Illawarra Shoalhaven LHD,2-Mar,674.6,585.2,773.9
65+ years,Females,Illawarra Shoalhaven LHD,3-Apr,713.2,622,814.1
65+ years,Females,Illawarra Shoalhaven LHD,4-May,751.2,658.8,852.9
65+ years,Females,Illawarra Shoalhaven LHD,5-Jun,800.5,706.8,903.4
65+ years,Females,Illawarra Shoalhaven LHD,6-Jul,678.5,593.5,772.2
65+ years,Females,Illawarra Shoalhaven LHD,7-Aug,701.4,615.9,795.5
65+ years,Females,Illawarra Shoalhaven LHD,8-Sep,940.4,842.2,"1,046.90"
65+ years,Females,Illawarra Shoalhaven LHD,9-Oct,894.1,799.9,996.3
65+ years,Females,Illawarra Shoalhaven LHD,10-Nov,"1,002.90",905.5,"1,108.10"
65+ years,Females,Illawarra Shoalhaven LHD,11-Dec,"1,006.10",908.6,"1,111.20"
65+ years,Females,Illawarra Shoalhaven LHD,Dec-13,"1,225.60","1,119.90","1,338.70"
65+ years,Females,Illawarra Shoalhaven LHD,13/14,"1,149.50","1,049.00","1,257.20"
65+ years,Females,Illawarra Shoalhaven LHD,14/15,"1,304.00","1,197.90","1,417.20"
65+ years,Females,Illawarra Shoalhaven LHD,15/16,"1,203.90","1,101.60","1,313.10"
65+ years,Females,Illawarra Shoalhaven LHD,16/17,"1,206.50","1,105.80","1,313.90"
65+ years,Females,Illawarra Shoalhaven LHD,17/18,"1,552.60","1,439.70","1,672.10"
65+ years,Females,Illawarra Shoalhaven LHD,18/19,"1,456.60","1,348.60","1,571.00"
65+ years,Females,Illawarra Shoalhaven LHD,19/20,"1,376.40","1,272.40","1,486.70"
65+ years,Females,Illawarra Shoalhaven LHD,20/21,790.1,713,873.3
65+ years,Females,Western Sydney LHD,1-Feb,828.3,740.3,923.9
65+ years,Females,Western Sydney LHD,2-Mar,768.4,684.3,859.9
65+ years,Females,Western Sydney LHD,3-Apr,790.1,705.8,881.8
65+ years,Females,Western Sydney LHD,4-May,856.9,769.5,951.4
65+ years,Females,Western Sydney LHD,5-Jun,798.6,715.7,888.6
65+ years,Females,Western Sydney LHD,6-Jul,874.6,787.9,968.2
65+ years,Females,Western Sydney LHD,7-Aug,846.8,763.9,936.4
65+ years,Females,Western Sydney LHD,8-Sep,997.3,906.9,"1,094.30"
65+ years,Females,Western Sydney LHD,9-Oct,828.7,748.8,914.9
65+ years,Females,Western Sydney LHD,10-Nov,962.5,877,"1,054.10"
65+ years,Females,Western Sydney LHD,11-Dec,"1,038.60",951.5,"1,131.70"
65+ years,Females,Western Sydney LHD,Dec-13,"1,044.50",957.5,"1,137.30"
65+ years,Females,Western Sydney LHD,13/14,"1,057.10",970.2,"1,149.70"
65+ years,Females,Western Sydney LHD,14/15,"1,229.40","1,136.90","1,327.60"
65+ years,Females,Western Sydney LHD,15/16,"1,149.60","1,061.90","1,242.60"
65+ years,Females,Western Sydney LHD,16/17,"1,220.30","1,130.50","1,315.30"
65+ years,Females,Western Sydney LHD,17/18,"1,555.00","1,456.20","1,658.80"
65+ years,Females,Western Sydney LHD,18/19,"1,272.50","1,184.80","1,365.10"
65+ years,Females,Western Sydney LHD,19/20,"1,180.30","1,097.90","1,267.30"
65+ years,Females,Western Sydney LHD,20/21,672.9,612.7,737.4
65+ years,Females,Nepean Blue Mountains LHD,1-Feb,"1,003.70",860.9,"1,163.50"
65+ years,Females,Nepean Blue Mountains LHD,2-Mar,"1,037.90",895,"1,197.30"
65+ years,Females,Nepean Blue Mountains LHD,3-Apr,"1,079.80",934.5,"1,241.40"
65+ years,Females,Nepean Blue Mountains LHD,4-May,"1,048.80",906.6,"1,207.10"
65+ years,Females,Nepean Blue Mountains LHD,5-Jun,917.3,786.2,"1,064.20"
65+ years,Females,Nepean Blue Mountains LHD,6-Jul,970.8,838.6,"1,118.20"
65+ years,Females,Nepean Blue Mountains LHD,7-Aug,"1,191.40","1,045.20","1,352.60"
65+ years,Females,Nepean Blue Mountains LHD,8-Sep,971.8,842,"1,116.10"
65+ years,Females,Nepean Blue Mountains LHD,9-Oct,850,729.6,984.7
65+ years,Females,Nepean Blue Mountains LHD,10-Nov,"1,094.90",960.7,"1,242.70"
65+ years,Females,Nepean Blue Mountains LHD,11-Dec,"1,142.50","1,007.00","1,291.10"
65+ years,Females,Nepean Blue Mountains LHD,Dec-13,"1,146.70","1,013.60","1,292.50"
65+ years,Females,Nepean Blue Mountains LHD,13/14,"1,070.80",943.8,"1,210.10"
65+ years,Females,Nepean Blue Mountains LHD,14/15,"1,400.10","1,257.70","1,554.20"
65+ years,Females,Nepean Blue Mountains LHD,15/16,"1,152.10","1,024.70","1,291.10"
65+ years,Females,Nepean Blue Mountains LHD,16/17,"1,304.10","1,170.40","1,448.90"
65+ years,Females,Nepean Blue Mountains LHD,17/18,"1,618.00","1,471.10","1,775.50"
65+ years,Females,Nepean Blue Mountains LHD,18/19,"1,296.30","1,168.00","1,434.70"
65+ years,Females,Nepean Blue Mountains LHD,19/20,"1,361.80","1,233.50","1,499.80"
65+ years,Females,Nepean Blue Mountains LHD,20/21,711.7,620.9,812.1
65+ years,Females,Northern Sydney LHD,1-Feb,709.5,648.3,775.1
65+ years,Females,Northern Sydney LHD,2-Mar,693.9,634,758.1
65+ years,Females,Northern Sydney LHD,3-Apr,730.7,669.3,796.4
65+ years,Females,Northern Sydney LHD,4-May,801.1,736.8,869.6
65+ years,Females,Northern Sydney LHD,5-Jun,769.2,706.5,836.3
65+ years,Females,Northern Sydney LHD,6-Jul,639,583,699.1
65+ years,Females,Northern Sydney LHD,7-Aug,772,710.9,837.1
65+ years,Females,Northern Sydney LHD,8-Sep,787.7,725.5,854
65+ years,Females,Northern Sydney LHD,9-Oct,690,632.8,751.2
65+ years,Females,Northern Sydney LHD,10-Nov,756.2,696,820.3
65+ years,Females,Northern Sydney LHD,11-Dec,907.2,840.9,977.5
65+ years,Females,Northern Sydney LHD,Dec-13,824.3,762.9,889.5
65+ years,Females,Northern Sydney LHD,13/14,788.4,728.1,852.4
65+ years,Females,Northern Sydney LHD,14/15,"1,030.90",963,"1,102.40"
65+ years,Females,Northern Sydney LHD,15/16,"1,140.30","1,068.70","1,215.50"
65+ years,Females,Northern Sydney LHD,16/17,"1,139.00","1,068.30","1,213.20"
65+ years,Females,Northern Sydney LHD,17/18,"1,269.40","1,195.90","1,346.30"
65+ years,Females,Northern Sydney LHD,18/19,"1,127.50","1,058.60","1,199.70"
65+ years,Females,Northern Sydney LHD,19/20,"1,083.30","1,016.70","1,153.10"
65+ years,Females,Northern Sydney LHD,20/21,523.4,477.9,572.1
65+ years,Females,Central Coast LHD,1-Feb,671.4,584.1,768.3
65+ years,Females,Central Coast LHD,2-Mar,763.2,668.8,867.2
65+ years,Females,Central Coast LHD,3-Apr,744.3,653.6,844.3
65+ years,Females,Central Coast LHD,4-May,626.1,543.4,718.1
65+ years,Females,Central Coast LHD,5-Jun,685.3,599.9,779.8
65+ years,Females,Central Coast LHD,6-Jul,732.3,644.7,828.9
65+ years,Females,Central Coast LHD,7-Aug,731.9,643.9,828.9
65+ years,Females,Central Coast LHD,8-Sep,870.1,772.9,976.3
65+ years,Females,Central Coast LHD,9-Oct,750.8,662.3,848
65+ years,Females,Central Coast LHD,10-Nov,941.3,841.5,"1,049.60"
65+ years,Females,Central Coast LHD,11-Dec,939.7,842.3,"1,045.30"
65+ years,Females,Central Coast LHD,Dec-13,811.2,722.2,908.4
65+ years,Females,Central Coast LHD,13/14,901.6,807.5,"1,003.90"
65+ years,Females,Central Coast LHD,14/15,995.1,896.7,"1,101.40"
65+ years,Females,Central Coast LHD,15/16,"1,074.30",973,"1,183.30"
65+ years,Females,Central Coast LHD,16/17,"1,055.80",956.3,"1,163.00"
65+ years,Females,Central Coast LHD,17/18,"1,251.70","1,143.80","1,367.10"
65+ years,Females,Central Coast LHD,18/19,"1,218.60","1,113.40","1,331.20"
65+ years,Females,Central Coast LHD,19/20,"1,328.40","1,218.70","1,445.40"
65+ years,Females,Central Coast LHD,20/21,642.6,568.2,724.2
65+ years,Females,Hunter New England LHD,1-Feb,858.6,791.6,929.9
65+ years,Females,Hunter New England LHD,2-Mar,"1,000.90",928.7,"1,077.10"
65+ years,Females,Hunter New England LHD,3-Apr,952.7,883,"1,026.40"
65+ years,Females,Hunter New England LHD,4-May,994.3,923.2,"1,069.50"
65+ years,Females,Hunter New England LHD,5-Jun,881.5,815.6,951.2
65+ years,Females,Hunter New England LHD,6-Jul,758.2,697.4,823
65+ years,Females,Hunter New England LHD,7-Aug,901.4,835.7,970.8
65+ years,Females,Hunter New England LHD,8-Sep,861.6,798.2,928.7
65+ years,Females,Hunter New England LHD,9-Oct,855,792.4,921.2
65+ years,Females,Hunter New England LHD,10-Nov,960.7,894.8,"1,030.20"
65+ years,Females,Hunter New England LHD,11-Dec,834.4,774.1,898
65+ years,Females,Hunter New England LHD,Dec-13,891.8,830.5,956.4
65+ years,Females,Hunter New England LHD,13/14,943.4,880.3,"1,009.80"
65+ years,Females,Hunter New England LHD,14/15,"1,233.70","1,162.10","1,308.40"
65+ years,Females,Hunter New England LHD,15/16,"1,147.40","1,079.50","1,218.60"
65+ years,Females,Hunter New England LHD,16/17,"1,312.30","1,240.10","1,387.50"
65+ years,Females,Hunter New England LHD,17/18,"1,581.90","1,503.20","1,663.70"
65+ years,Females,Hunter New England LHD,18/19,"1,186.30","1,119.40","1,256.20"
65+ years,Females,Hunter New England LHD,19/20,"1,257.00","1,188.90","1,327.90"
65+ years,Females,Hunter New England LHD,20/21,778.4,725.5,834.1
65+ years,Females,Northern NSW LHD,1-Feb,726.4,626.2,838.3
65+ years,Females,Northern NSW LHD,2-Mar,924.6,810.7,"1,050.00"
65+ years,Females,Northern NSW LHD,3-Apr,833.3,727.7,950.1
65+ years,Females,Northern NSW LHD,4-May,647.9,556.4,750.3
65+ years,Females,Northern NSW LHD,5-Jun,809.3,707.8,921.3
65+ years,Females,Northern NSW LHD,6-Jul,717.5,622.4,823.2
65+ years,Females,Northern NSW LHD,7-Aug,800.2,702.2,908.3
65+ years,Females,Northern NSW LHD,8-Sep,804.3,705.8,912.9
65+ years,Females,Northern NSW LHD,9-Oct,737.5,644.9,839.9
65+ years,Females,Northern NSW LHD,10-Nov,671.3,582.8,769.4
65+ years,Females,Northern NSW LHD,11-Dec,846.5,750,952.1
65+ years,Females,Northern NSW LHD,Dec-13,861.1,763.8,967.4
65+ years,Females,Northern NSW LHD,13/14,761.6,670.8,861.4
65+ years,Females,Northern NSW LHD,14/15,934,834.8,"1,041.90"
65+ years,Females,Northern NSW LHD,15/16,847.4,754.9,948.3
65+ years,Females,Northern NSW LHD,16/17,"1,040.00",937.2,"1,151.10"
65+ years,Females,Northern NSW LHD,17/18,"1,232.00","1,122.10","1,349.90"
65+ years,Females,Northern NSW LHD,18/19,915.3,822.7,"1,015.60"
65+ years,Females,Northern NSW LHD,19/20,"1,182.90","1,077.90","1,295.50"
65+ years,Females,Northern NSW LHD,20/21,576.8,505.4,655.4
65+ years,Females,Mid North Coast LHD,1-Feb,928.4,796.7,"1,075.70"
65+ years,Females,Mid North Coast LHD,2-Mar,994.1,858.9,"1,144.50"
65+ years,Females,Mid North Coast LHD,3-Apr,"1,121.70",979.8,"1,278.50"
65+ years,Females,Mid North Coast LHD,4-May,874.1,752,"1,010.50"
65+ years,Females,Mid North Coast LHD,5-Jun,848.5,728.7,982.5
65+ years,Females,Mid North Coast LHD,6-Jul,897,774.3,"1,033.80"
65+ years,Females,Mid North Coast LHD,7-Aug,"1,068.10",936.4,"1,213.30"
65+ years,Females,Mid North Coast LHD,8-Sep,"1,190.00","1,053.70","1,339.40"
65+ years,Females,Mid North Coast LHD,9-Oct,984.6,860.6,"1,121.50"
65+ years,Females,Mid North Coast LHD,10-Nov,"1,009.40",886,"1,145.20"
65+ years,Females,Mid North Coast LHD,11-Dec,"1,046.90",921.4,"1,184.80"
65+ years,Females,Mid North Coast LHD,Dec-13,"1,331.70","1,193.60","1,481.50"
65+ years,Females,Mid North Coast LHD,13/14,"1,103.70",981.3,"1,237.50"
65+ years,Females,Mid North Coast LHD,14/15,"1,231.20","1,101.40","1,372.20"
65+ years,Females,Mid North Coast LHD,15/16,"1,278.90","1,147.90","1,420.80"
65+ years,Females,Mid North Coast LHD,16/17,"1,099.00",979.6,"1,229.00"
65+ years,Females,Mid North Coast LHD,17/18,"1,360.90","1,228.80","1,503.30"
65+ years,Females,Mid North Coast LHD,18/19,"1,234.20","1,111.40","1,366.90"
65+ years,Females,Mid North Coast LHD,19/20,"1,264.30","1,142.10","1,396.10"
65+ years,Females,Mid North Coast LHD,20/21,811.4,714.9,917.5
65+ years,Females,Southern NSW LHD,1-Feb,989.5,829.5,"1,171.30"
65+ years,Females,Southern NSW LHD,2-Mar,"1,188.80","1,014.10","1,384.90"
65+ years,Females,Southern NSW LHD,3-Apr,"1,001.10",842.9,"1,180.40"
65+ years,Females,Southern NSW LHD,4-May,"1,064.00",902.4,"1,246.20"
65+ years,Females,Southern NSW LHD,5-Jun,787.1,650.1,944.3
65+ years,Females,Southern NSW LHD,6-Jul,"1,011.40",858.3,"1,184.00"
