"Respiratory disease hospitalisations by Disease type, Sex and LHD"
"Disease type","Sex","LHD","Period","Rate per 100,000 population","LL 95% CI","UL 95% CI"
"Other acute respiratory infections","Persons","Northern Sydney LHD","17/18","240.8","230.8","251.2"
"Other acute respiratory infections","Persons","Northern Sydney LHD","18/19","285.4","274.4","296.8"
"Other acute respiratory infections","Persons","Northern Sydney LHD","19/20","222.4","212.6","232.5"
"Other acute respiratory infections","Persons","Northern Sydney LHD","20/21","189.7","180.4","199.4"
"Other acute respiratory infections","Persons","Northern Sydney LHD","21/22","196.2","186.7","206.2"
"Other acute respiratory infections","Persons","Central Coast LHD","01/02","207.0","191.1","223.8"
"Other acute respiratory infections","Persons","Central Coast LHD","02/03","231.7","214.9","249.5"
"Other acute respiratory infections","Persons","Central Coast LHD","03/04","228.2","211.5","245.8"
"Other acute respiratory infections","Persons","Central Coast LHD","04/05","224.0","207.4","241.5"
"Other acute respiratory infections","Persons","Central Coast LHD","05/06","245.2","227.9","263.4"
"Other acute respiratory infections","Persons","Central Coast LHD","06/07","235.0","218.2","252.7"
"Other acute respiratory infections","Persons","Central Coast LHD","07/08","261.6","244.3","279.9"
"Other acute respiratory infections","Persons","Central Coast LHD","08/09","251.3","234.4","269.1"
"Other acute respiratory infections","Persons","Central Coast LHD","09/10","265.5","248.1","283.9"
"Other acute respiratory infections","Persons","Central Coast LHD","10/11","246.8","230.2","264.2"
"Other acute respiratory infections","Persons","Central Coast LHD","11/12","250.1","233.5","267.6"
"Other acute respiratory infections","Persons","Central Coast LHD","12/13","244.5","228.3","261.7"
"Other acute respiratory infections","Persons","Central Coast LHD","13/14","266.5","249.3","284.6"
"Other acute respiratory infections","Persons","Central Coast LHD","14/15","325.7","306.4","345.8"
"Other acute respiratory infections","Persons","Central Coast LHD","15/16","330.8","311.4","351.2"
"Other acute respiratory infections","Persons","Central Coast LHD","16/17","311.3","292.6","330.9"
"Other acute respiratory infections","Persons","Central Coast LHD","17/18","313.1","294.4","332.7"
"Other acute respiratory infections","Persons","Central Coast LHD","18/19","341.5","321.8","362.0"
"Other acute respiratory infections","Persons","Central Coast LHD","19/20","278.3","260.5","297.0"
"Other acute respiratory infections","Persons","Central Coast LHD","20/21","267.7","250.0","286.3"
"Other acute respiratory infections","Persons","Central Coast LHD","21/22","193.0","178.0","208.9"
"Other acute respiratory infections","Persons","Hunter New England LHD","01/02","329.0","316.7","341.7"
"Other acute respiratory infections","Persons","Hunter New England LHD","02/03","324.1","311.9","336.7"
"Other acute respiratory infections","Persons","Hunter New England LHD","03/04","322.7","310.5","335.2"
"Other acute respiratory infections","Persons","Hunter New England LHD","04/05","305.4","293.5","317.5"
"Other acute respiratory infections","Persons","Hunter New England LHD","05/06","325.4","313.2","337.9"
"Other acute respiratory infections","Persons","Hunter New England LHD","06/07","296.4","284.8","308.3"
"Other acute respiratory infections","Persons","Hunter New England LHD","07/08","346.7","334.3","359.5"
"Other acute respiratory infections","Persons","Hunter New England LHD","08/09","305.7","294.2","317.6"
"Other acute respiratory infections","Persons","Hunter New England LHD","09/10","286.7","275.6","298.1"
"Other acute respiratory infections","Persons","Hunter New England LHD","10/11","302.2","290.8","313.8"
"Other acute respiratory infections","Persons","Hunter New England LHD","11/12","311.1","299.6","323.0"
"Other acute respiratory infections","Persons","Hunter New England LHD","12/13","304.5","293.2","316.2"
"Other acute respiratory infections","Persons","Hunter New England LHD","13/14","317.9","306.3","329.8"
"Other acute respiratory infections","Persons","Hunter New England LHD","14/15","307.3","296.0","319.0"
"Other acute respiratory infections","Persons","Hunter New England LHD","15/16","304.0","292.7","315.5"
"Other acute respiratory infections","Persons","Hunter New England LHD","16/17","343.7","331.8","355.9"
"Other acute respiratory infections","Persons","Hunter New England LHD","17/18","324.8","313.3","336.7"
"Other acute respiratory infections","Persons","Hunter New England LHD","18/19","320.6","309.1","332.3"
"Other acute respiratory infections","Persons","Hunter New England LHD","19/20","250.8","240.7","261.3"
"Other acute respiratory infections","Persons","Hunter New England LHD","20/21","202.8","193.5","212.4"
"Other acute respiratory infections","Persons","Hunter New England LHD","21/22","213.8","204.2","223.7"
"Other acute respiratory infections","Persons","Northern NSW LHD","01/02","413.4","388.6","439.3"
"Other acute respiratory infections","Persons","Northern NSW LHD","02/03","413.5","389.1","439.0"
"Other acute respiratory infections","Persons","Northern NSW LHD","03/04","424.0","399.1","450.0"
"Other acute respiratory infections","Persons","Northern NSW LHD","04/05","365.9","342.8","390.1"
"Other acute respiratory infections","Persons","Northern NSW LHD","05/06","411.4","386.8","437.0"
"Other acute respiratory infections","Persons","Northern NSW LHD","06/07","386.6","362.7","411.5"
"Other acute respiratory infections","Persons","Northern NSW LHD","07/08","452.0","426.7","478.4"
"Other acute respiratory infections","Persons","Northern NSW LHD","08/09","466.3","440.7","492.9"
"Other acute respiratory infections","Persons","Northern NSW LHD","09/10","472.3","446.8","498.9"
"Other acute respiratory infections","Persons","Northern NSW LHD","10/11","450.6","425.8","476.4"
"Other acute respiratory infections","Persons","Northern NSW LHD","11/12","415.6","391.9","440.5"
"Other acute respiratory infections","Persons","Northern NSW LHD","12/13","383.6","360.9","407.4"
"Other acute respiratory infections","Persons","Northern NSW LHD","13/14","386.4","363.4","410.6"
"Other acute respiratory infections","Persons","Northern NSW LHD","14/15","410.6","386.7","435.6"
"Other acute respiratory infections","Persons","Northern NSW LHD","15/16","423.2","398.9","448.6"
"Other acute respiratory infections","Persons","Northern NSW LHD","16/17","401.1","377.5","425.7"
"Other acute respiratory infections","Persons","Northern NSW LHD","17/18","414.5","390.3","439.7"
"Other acute respiratory infections","Persons","Northern NSW LHD","18/19","419.8","395.3","445.4"
"Other acute respiratory infections","Persons","Northern NSW LHD","19/20","326.3","304.6","349.0"
"Other acute respiratory infections","Persons","Northern NSW LHD","20/21","277.5","257.3","298.7"
"Other acute respiratory infections","Persons","Northern NSW LHD","21/22","480.7","453.9","508.6"
"Other acute respiratory infections","Persons","Mid North Coast LHD","01/02","420.8","390.9","452.3"
"Other acute respiratory infections","Persons","Mid North Coast LHD","02/03","389.3","360.9","419.2"
"Other acute respiratory infections","Persons","Mid North Coast LHD","03/04","429.2","399.2","460.8"
"Other acute respiratory infections","Persons","Mid North Coast LHD","04/05","376.6","348.5","406.3"
"Other acute respiratory infections","Persons","Mid North Coast LHD","05/06","342.2","315.4","370.6"
"Other acute respiratory infections","Persons","Mid North Coast LHD","06/07","350.6","323.7","379.0"
"Other acute respiratory infections","Persons","Mid North Coast LHD","07/08","424.5","394.9","455.7"
"Other acute respiratory infections","Persons","Mid North Coast LHD","08/09","390.2","362.2","419.7"
"Other acute respiratory infections","Persons","Mid North Coast LHD","09/10","361.8","335.3","389.8"
"Other acute respiratory infections","Persons","Mid North Coast LHD","10/11","350.9","325.0","378.3"
"Other acute respiratory infections","Persons","Mid North Coast LHD","11/12","343.5","318.4","370.0"
"Other acute respiratory infections","Persons","Mid North Coast LHD","12/13","284.9","262.0","309.3"
"Other acute respiratory infections","Persons","Mid North Coast LHD","13/14","337.9","312.7","364.6"
"Other acute respiratory infections","Persons","Mid North Coast LHD","14/15","300.8","277.1","326.0"
"Other acute respiratory infections","Persons","Mid North Coast LHD","15/16","306.2","282.1","331.8"
"Other acute respiratory infections","Persons","Mid North Coast LHD","16/17","382.3","355.3","410.8"
"Other acute respiratory infections","Persons","Mid North Coast LHD","17/18","308.3","284.0","334.0"
"Other acute respiratory infections","Persons","Mid North Coast LHD","18/19","358.9","332.5","386.7"
"Other acute respiratory infections","Persons","Mid North Coast LHD","19/20","266.9","244.2","291.1"
"Other acute respiratory infections","Persons","Mid North Coast LHD","20/21","242.2","220.1","265.8"
"Other acute respiratory infections","Persons","Mid North Coast LHD","21/22","274.7","251.1","299.7"
"Other acute respiratory infections","Persons","Southern NSW LHD","01/02","416.0","385.9","447.8"
"Other acute respiratory infections","Persons","Southern NSW LHD","02/03","334.9","308.2","363.3"
"Other acute respiratory infections","Persons","Southern NSW LHD","03/04","352.1","324.7","381.1"
"Other acute respiratory infections","Persons","Southern NSW LHD","04/05","347.5","320.3","376.3"
"Other acute respiratory infections","Persons","Southern NSW LHD","05/06","363.9","336.2","393.2"
"Other acute respiratory infections","Persons","Southern NSW LHD","06/07","362.7","335.1","391.9"
"Other acute respiratory infections","Persons","Southern NSW LHD","07/08","325.9","300.1","353.4"
"Other acute respiratory infections","Persons","Southern NSW LHD","08/09","355.9","329.1","384.3"
"Other acute respiratory infections","Persons","Southern NSW LHD","09/10","341.2","315.0","368.9"
"Other acute respiratory infections","Persons","Southern NSW LHD","10/11","354.2","327.9","382.0"
"Other acute respiratory infections","Persons","Southern NSW LHD","11/12","394.7","367.1","423.8"
"Other acute respiratory infections","Persons","Southern NSW LHD","12/13","333.7","308.5","360.5"
"Other acute respiratory infections","Persons","Southern NSW LHD","13/14","355.9","329.7","383.7"
"Other acute respiratory infections","Persons","Southern NSW LHD","14/15","312.0","287.6","337.9"
"Other acute respiratory infections","Persons","Southern NSW LHD","15/16","361.4","334.8","389.6"
"Other acute respiratory infections","Persons","Southern NSW LHD","16/17","369.0","342.3","397.1"
"Other acute respiratory infections","Persons","Southern NSW LHD","17/18","331.7","306.5","358.3"
"Other acute respiratory infections","Persons","Southern NSW LHD","18/19","365.0","338.6","392.9"
"Other acute respiratory infections","Persons","Southern NSW LHD","19/20","253.7","231.7","277.2"
"Other acute respiratory infections","Persons","Southern NSW LHD","20/21","243.5","221.9","266.5"
"Other acute respiratory infections","Persons","Southern NSW LHD","21/22","200.3","180.5","221.6"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","01/02","521.1","493.3","550.2"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","02/03","492.1","464.8","520.6"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","03/04","488.2","460.8","516.8"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","04/05","486.4","458.9","515.0"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","05/06","512.0","483.7","541.6"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","06/07","450.9","424.4","478.5"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","07/08","543.8","514.9","573.9"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","08/09","506.6","478.7","535.7"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","09/10","464.7","438.1","492.4"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","10/11","435.5","409.7","462.5"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","11/12","496.2","468.6","525.0"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","12/13","433.5","408.1","460.2"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","13/14","466.0","439.4","493.7"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","14/15","425.5","400.2","452.0"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","15/16","469.4","442.7","497.2"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","16/17","561.2","532.0","591.6"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","17/18","550.2","521.5","580.0"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","18/19","622.4","591.5","654.6"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","19/20","430.2","404.5","457.1"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","20/21","347.7","324.4","372.3"
"Other acute respiratory infections","Persons","Murrumbidgee LHD","21/22","308.4","286.2","331.8"
"Other acute respiratory infections","Persons","Western NSW LHD","01/02","637.3","608.3","667.4"
"Other acute respiratory infections","Persons","Western NSW LHD","02/03","578.5","550.6","607.4"
"Other acute respiratory infections","Persons","Western NSW LHD","03/04","619.4","590.4","649.5"
"Other acute respiratory infections","Persons","Western NSW LHD","04/05","524.9","498.0","552.8"
"Other acute respiratory infections","Persons","Western NSW LHD","05/06","609.0","580.0","639.2"
"Other acute respiratory infections","Persons","Western NSW LHD","06/07","521.3","494.4","549.3"
"Other acute respiratory infections","Persons","Western NSW LHD","07/08","616.7","587.6","646.8"
"Other acute respiratory infections","Persons","Western NSW LHD","08/09","494.8","469.1","521.7"
"Other acute respiratory infections","Persons","Western NSW LHD","09/10","493.9","468.4","520.6"
"Other acute respiratory infections","Persons","Western NSW LHD","10/11","479.3","454.2","505.4"
"Other acute respiratory infections","Persons","Western NSW LHD","11/12","486.6","461.5","512.9"
"Other acute respiratory infections","Persons","Western NSW LHD","12/13","468.9","444.3","494.6"
"Other acute respiratory infections","Persons","Western NSW LHD","13/14","475.8","451.1","501.5"
"Other acute respiratory infections","Persons","Western NSW LHD","14/15","457.4","433.2","482.6"
"Other acute respiratory infections","Persons","Western NSW LHD","15/16","461.9","437.6","487.2"
"Other acute respiratory infections","Persons","Western NSW LHD","16/17","534.6","508.5","561.8"
"Other acute respiratory infections","Persons","Western NSW LHD","17/18","525.2","499.1","552.2"
"Other acute respiratory infections","Persons","Western NSW LHD","18/19","554.0","527.0","582.1"
"Other acute respiratory infections","Persons","Western NSW LHD","19/20","471.4","446.4","497.4"
"Other acute respiratory infections","Persons","Western NSW LHD","20/21","316.7","296.1","338.4"
"Other acute respiratory infections","Persons","Western NSW LHD","21/22","257.7","239.2","277.2"
"Other acute respiratory infections","Persons","Far West LHD","01/02","471.6","401.8","550.1"
"Other acute respiratory infections","Persons","Far West LHD","02/03","484.4","412.9","564.7"
"Other acute respiratory infections","Persons","Far West LHD","03/04","449.5","380.1","527.8"
"Other acute respiratory infections","Persons","Far West LHD","04/05","441.8","371.7","521.2"
"Other acute respiratory infections","Persons","Far West LHD","05/06","328.8","268.8","398.1"
"Other acute respiratory infections","Persons","Far West LHD","06/07","372.3","307.9","446.0"
"Other acute respiratory infections","Persons","Far West LHD","07/08","525.0","446.9","612.7"
"Other acute respiratory infections","Persons","Far West LHD","08/09","414.4","346.6","491.5"
"Other acute respiratory infections","Persons","Far West LHD","09/10","370.8","306.2","445.0"
"Other acute respiratory infections","Persons","Far West LHD","10/11","355.7","292.0","429.1"
"Other acute respiratory infections","Persons","Far West LHD","11/12","427.7","357.3","507.9"
"Other acute respiratory infections","Persons","Far West LHD","12/13","432.2","361.3","512.7"
"Other acute respiratory infections","Persons","Far West LHD","13/14","363.5","297.6","439.5"
"Other acute respiratory infections","Persons","Far West LHD","14/15","444.0","369.8","528.5"
"Other acute respiratory infections","Persons","Far West LHD","15/16","429.6","356.1","513.5"
"Other acute respiratory infections","Persons","Far West LHD","16/17","496.5","419.2","583.8"
"Other acute respiratory infections","Persons","Far West LHD","17/18","394.5","326.2","472.8"
"Other acute respiratory infections","Persons","Far West LHD","18/19","500.4","421.8","589.2"
"Other acute respiratory infections","Persons","Far West LHD","19/20","431.3","357.1","516.0"
"Other acute respiratory infections","Persons","Far West LHD","20/21","231.4","177.2","296.5"
"Other acute respiratory infections","Persons","Far West LHD","21/22","203.8","153.5","265.0"
"Other acute respiratory infections","Persons","All LHDs","01/02","273.0","269.0","277.0"
"Other acute respiratory infections","Persons","All LHDs","02/03","259.6","255.7","263.5"
"Other acute respiratory infections","Persons","All LHDs","03/04","268.0","264.1","272.0"
"Other acute respiratory infections","Persons","All LHDs","04/05","259.0","255.1","262.9"
"Other acute respiratory infections","Persons","All LHDs","05/06","277.4","273.4","281.4"
"Other acute respiratory infections","Persons","All LHDs","06/07","278.6","274.7","282.6"
"Other acute respiratory infections","Persons","All LHDs","07/08","313.6","309.5","317.8"
"Other acute respiratory infections","Persons","All LHDs","08/09","293.3","289.3","297.3"
"Other acute respiratory infections","Persons","All LHDs","09/10","279.6","275.8","283.5"
"Other acute respiratory infections","Persons","All LHDs","10/11","293.7","289.8","297.6"
"Other acute respiratory infections","Persons","All LHDs","11/12","305.8","301.8","309.8"
"Other acute respiratory infections","Persons","All LHDs","12/13","297.5","293.6","301.4"
"Other acute respiratory infections","Persons","All LHDs","13/14","309.2","305.3","313.2"
"Other acute respiratory infections","Persons","All LHDs","14/15","315.4","311.4","319.4"
"Other acute respiratory infections","Persons","All LHDs","15/16","313.1","309.2","317.1"
"Other acute respiratory infections","Persons","All LHDs","16/17","334.8","330.8","338.9"
"Other acute respiratory infections","Persons","All LHDs","17/18","331.8","327.7","335.8"
"Other acute respiratory infections","Persons","All LHDs","18/19","360.8","356.6","365.0"
"Other acute respiratory infections","Persons","All LHDs","19/20","286.1","282.4","289.9"
"Other acute respiratory infections","Persons","All LHDs","20/21","256.5","252.9","260.1"
"Other acute respiratory infections","Persons","All LHDs","21/22","246.6","243.0","250.1"
"Asthma","Males","Sydney LHD","01/02","150.9","134.9","168.3"
"Asthma","Males","Sydney LHD","02/03","134.4","119.4","150.8"
"Asthma","Males","Sydney LHD","03/04","144.8","129.2","161.8"
"Asthma","Males","Sydney LHD","04/05","151.7","135.8","169.0"
"Asthma","Males","Sydney LHD","05/06","150.7","135.0","167.8"
"Asthma","Males","Sydney LHD","06/07","149.1","133.6","165.9"
"Asthma","Males","Sydney LHD","07/08","142.7","128.0","158.6"
"Asthma","Males","Sydney LHD","08/09","147.6","132.8","163.7"
"Asthma","Males","Sydney LHD","09/10","158.1","142.6","174.8"
"Asthma","Males","Sydney LHD","10/11","128.9","115.4","143.6"
"Asthma","Males","Sydney LHD","11/12","136.4","122.3","151.7"
"Asthma","Males","Sydney LHD","12/13","158.0","143.0","174.1"
"Asthma","Males","Sydney LHD","13/14","150.4","135.8","166.1"
"Asthma","Males","Sydney LHD","14/15","130.1","116.8","144.4"
"Asthma","Males","Sydney LHD","15/16","117.8","105.2","131.5"
"Asthma","Males","Sydney LHD","16/17","121.7","108.9","135.4"
"Asthma","Males","Sydney LHD","17/18","118.8","106.1","132.5"
"Asthma","Males","Sydney LHD","18/19","116.1","103.5","129.7"
"Asthma","Males","Sydney LHD","19/20","99.2","87.2","112.2"
"Asthma","Males","Sydney LHD","20/21","84.8","73.6","97.0"
"Asthma","Males","Sydney LHD","21/22","68.6","58.8","79.6"
"Asthma","Males","South Western Sydney LHD","01/02","162.4","150.5","175.1"
"Asthma","Males","South Western Sydney LHD","02/03","156.5","144.8","168.9"
"Asthma","Males","South Western Sydney LHD","03/04","139.6","128.8","151.1"
"Asthma","Males","South Western Sydney LHD","04/05","149.4","138.2","161.3"
"Asthma","Males","South Western Sydney LHD","05/06","179.8","167.5","192.8"
"Asthma","Males","South Western Sydney LHD","06/07","177.7","165.6","190.5"
"Asthma","Males","South Western Sydney LHD","07/08","170.5","158.7","183.0"
"Asthma","Males","South Western Sydney LHD","08/09","174.0","162.1","186.6"
"Asthma","Males","South Western Sydney LHD","09/10","183.7","171.5","196.6"
"Asthma","Males","South Western Sydney LHD","10/11","170.5","158.7","182.8"
"Asthma","Males","South Western Sydney LHD","11/12","204.8","192.0","218.3"
"Asthma","Males","South Western Sydney LHD","12/13","175.2","163.5","187.5"
"Asthma","Males","South Western Sydney LHD","13/14","174.0","162.4","186.2"
"Asthma","Males","South Western Sydney LHD","14/15","178.8","167.2","191.0"
"Asthma","Males","South Western Sydney LHD","15/16","181.0","169.4","193.1"
"Asthma","Males","South Western Sydney LHD","16/17","167.7","156.7","179.3"
"Asthma","Males","South Western Sydney LHD","17/18","150.1","139.8","161.0"
"Asthma","Males","South Western Sydney LHD","18/19","171.9","160.9","183.5"
"Asthma","Males","South Western Sydney LHD","19/20","125.2","115.9","135.0"
"Asthma","Males","South Western Sydney LHD","20/21","100.9","92.6","109.6"
"Asthma","Males","South Western Sydney LHD","21/22","96.7","88.7","105.4"
"Asthma","Males","South Eastern Sydney LHD","01/02","167.6","154.0","182.0"
"Asthma","Males","South Eastern Sydney LHD","02/03","149.8","137.1","163.4"
"Asthma","Males","South Eastern Sydney LHD","03/04","136.2","124.1","149.2"
"Asthma","Males","South Eastern Sydney LHD","04/05","150.1","137.3","163.7"
"Asthma","Males","South Eastern Sydney LHD","05/06","148.8","136.1","162.3"
"Asthma","Males","South Eastern Sydney LHD","06/07","163.0","149.7","177.0"
"Asthma","Males","South Eastern Sydney LHD","07/08","155.6","142.9","169.1"
"Asthma","Males","South Eastern Sydney LHD","08/09","140.0","128.1","152.6"
"Asthma","Males","South Eastern Sydney LHD","09/10","145.7","133.7","158.6"
"Asthma","Males","South Eastern Sydney LHD","10/11","139.6","128.0","152.0"
"Asthma","Males","South Eastern Sydney LHD","11/12","135.8","124.2","148.1"
"Asthma","Males","South Eastern Sydney LHD","12/13","140.9","129.3","153.2"
"Asthma","Males","South Eastern Sydney LHD","13/14","146.5","134.7","159.1"
"Asthma","Males","South Eastern Sydney LHD","14/15","145.4","133.7","157.8"
"Asthma","Males","South Eastern Sydney LHD","15/16","118.6","108.0","129.9"
"Asthma","Males","South Eastern Sydney LHD","16/17","116.0","105.7","127.1"
"Asthma","Males","South Eastern Sydney LHD","17/18","110.3","100.1","121.2"
"Asthma","Males","South Eastern Sydney LHD","18/19","119.1","108.4","130.5"
"Asthma","Males","South Eastern Sydney LHD","19/20","95.5","86.0","105.8"
"Asthma","Males","South Eastern Sydney LHD","20/21","69.7","61.5","78.7"
"Asthma","Males","South Eastern Sydney LHD","21/22","74.5","66.0","83.7"
"Asthma","Males","Illawarra Shoalhaven LHD","01/02","121.4","105.9","138.5"
"Asthma","Males","Illawarra Shoalhaven LHD","02/03","105.1","90.6","121.2"
"Asthma","Males","Illawarra Shoalhaven LHD","03/04","109.9","95.0","126.5"
"Asthma","Males","Illawarra Shoalhaven LHD","04/05","125.4","109.3","143.0"
"Asthma","Males","Illawarra Shoalhaven LHD","05/06","122.0","106.2","139.6"
"Asthma","Males","Illawarra Shoalhaven LHD","06/07","160.2","142.0","180.2"
"Asthma","Males","Illawarra Shoalhaven LHD","07/08","176.2","157.0","197.0"
"Asthma","Males","Illawarra Shoalhaven LHD","08/09","149.7","132.2","168.8"
"Asthma","Males","Illawarra Shoalhaven LHD","09/10","153.9","136.2","173.2"
"Asthma","Males","Illawarra Shoalhaven LHD","10/11","145.2","128.1","163.8"
"Asthma","Males","Illawarra Shoalhaven LHD","11/12","122.3","106.7","139.4"
"Asthma","Males","Illawarra Shoalhaven LHD","12/13","115.3","100.2","131.8"
"Asthma","Males","Illawarra Shoalhaven LHD","13/14","112.8","97.9","129.2"
"Asthma","Males","Illawarra Shoalhaven LHD","14/15","102.6","88.6","118.1"
"Asthma","Males","Illawarra Shoalhaven LHD","15/16","116.5","101.7","132.8"
"Asthma","Males","Illawarra Shoalhaven LHD","16/17","118.6","103.7","135.1"
"Asthma","Males","Illawarra Shoalhaven LHD","17/18","105.0","90.9","120.6"
"Asthma","Males","Illawarra Shoalhaven LHD","18/19","89.1","76.1","103.5"
"Asthma","Males","Illawarra Shoalhaven LHD","19/20","58.7","48.2","70.6"
"Asthma","Males","Illawarra Shoalhaven LHD","20/21","47.4","38.2","58.0"
"Asthma","Males","Illawarra Shoalhaven LHD","21/22","52.7","43.1","63.7"
"Asthma","Males","Western Sydney LHD","01/02","143.6","131.5","156.5"
"Asthma","Males","Western Sydney LHD","02/03","116.6","106.0","128.1"
"Asthma","Males","Western Sydney LHD","03/04","114.9","104.5","126.2"
"Asthma","Males","Western Sydney LHD","04/05","104.4","94.5","115.0"
"Asthma","Males","Western Sydney LHD","05/06","121.4","110.8","132.7"
"Asthma","Males","Western Sydney LHD","06/07","152.3","140.5","164.8"
"Asthma","Males","Western Sydney LHD","07/08","142.5","131.4","154.4"
"Asthma","Males","Western Sydney LHD","08/09","170.7","158.6","183.5"
"Asthma","Males","Western Sydney LHD","09/10","180.2","167.9","193.2"
"Asthma","Males","Western Sydney LHD","10/11","154.1","142.9","166.0"
"Asthma","Males","Western Sydney LHD","11/12","166.6","155.0","178.9"
"Asthma","Males","Western Sydney LHD","12/13","160.5","149.2","172.4"
"Asthma","Males","Western Sydney LHD","13/14","180.9","169.0","193.5"
"Asthma","Males","Western Sydney LHD","14/15","177.7","166.0","190.1"
"Asthma","Males","Western Sydney LHD","15/16","161.5","150.4","173.2"
"Asthma","Males","Western Sydney LHD","16/17","154.4","143.7","165.8"
"Asthma","Males","Western Sydney LHD","17/18","148.8","138.3","159.9"
"Asthma","Males","Western Sydney LHD","18/19","150.2","139.8","161.2"
"Asthma","Males","Western Sydney LHD","19/20","117.6","108.6","127.3"
"Asthma","Males","Western Sydney LHD","20/21","137.7","127.9","148.1"
"Asthma","Males","Western Sydney LHD","21/22","113.6","104.7","123.1"
"Asthma","Males","Nepean Blue Mountains LHD","01/02","161.1","143.1","180.9"
"Asthma","Males","Nepean Blue Mountains LHD","02/03","134.7","118.3","152.8"
"Asthma","Males","Nepean Blue Mountains LHD","03/04","135.2","118.8","153.5"
"Asthma","Males","Nepean Blue Mountains LHD","04/05","175.5","156.3","196.4"
"Asthma","Males","Nepean Blue Mountains LHD","05/06","174.7","155.7","195.5"
"Asthma","Males","Nepean Blue Mountains LHD","06/07","198.7","178.3","220.8"
"Asthma","Males","Nepean Blue Mountains LHD","07/08","179.5","160.2","200.6"
"Asthma","Males","Nepean Blue Mountains LHD","08/09","193.9","173.8","215.8"
"Asthma","Males","Nepean Blue Mountains LHD","09/10","182.3","163.0","203.2"
"Asthma","Males","Nepean Blue Mountains LHD","10/11","174.9","156.0","195.6"
"Asthma","Males","Nepean Blue Mountains LHD","11/12","163.4","145.2","183.3"
"Asthma","Males","Nepean Blue Mountains LHD","12/13","180.3","161.2","201.0"
"Asthma","Males","Nepean Blue Mountains LHD","13/14","172.9","154.3","193.1"
"Asthma","Males","Nepean Blue Mountains LHD","14/15","176.4","157.7","196.7"
"Asthma","Males","Nepean Blue Mountains LHD","15/16","166.3","148.3","185.8"
"Asthma","Males","Nepean Blue Mountains LHD","16/17","160.3","142.8","179.4"
"Asthma","Males","Nepean Blue Mountains LHD","17/18","150.3","133.2","168.9"
"Asthma","Males","Nepean Blue Mountains LHD","18/19","143.1","126.6","161.2"
"Asthma","Males","Nepean Blue Mountains LHD","19/20","109.2","94.8","125.1"
"Asthma","Males","Nepean Blue Mountains LHD","20/21","94.1","80.8","108.9"
"Asthma","Males","Nepean Blue Mountains LHD","21/22","85.1","72.5","99.3"
"Asthma","Males","Northern Sydney LHD","01/02","119.9","108.8","131.8"
"Asthma","Males","Northern Sydney LHD","02/03","110.1","99.5","121.5"
"Asthma","Males","Northern Sydney LHD","03/04","121.9","110.8","133.8"
"Asthma","Males","Northern Sydney LHD","04/05","148.7","136.4","161.8"
"Asthma","Males","Northern Sydney LHD","05/06","128.8","117.4","140.9"
"Asthma","Males","Northern Sydney LHD","06/07","134.9","123.3","147.3"
"Asthma","Males","Northern Sydney LHD","07/08","143.1","131.3","155.6"
"Asthma","Males","Northern Sydney LHD","08/09","149.1","137.3","161.8"
"Asthma","Males","Northern Sydney LHD","09/10","162.7","150.3","175.7"
"Asthma","Males","Northern Sydney LHD","10/11","145.1","133.6","157.3"
"Asthma","Males","Northern Sydney LHD","11/12","159.2","147.2","171.9"
"Asthma","Males","Northern Sydney LHD","12/13","160.8","148.8","173.4"
"Asthma","Males","Northern Sydney LHD","13/14","167.3","155.2","180.0"
"Asthma","Males","Northern Sydney LHD","14/15","127.3","116.9","138.4"
"Asthma","Males","Northern Sydney LHD","15/16","127.2","116.8","138.2"
"Asthma","Males","Northern Sydney LHD","16/17","124.4","114.2","135.3"
"Asthma","Males","Northern Sydney LHD","17/18","101.2","92.0","111.0"
"Asthma","Males","Northern Sydney LHD","18/19","118.1","108.2","128.7"
"Asthma","Males","Northern Sydney LHD","19/20","84.4","76.0","93.4"
"Asthma","Males","Northern Sydney LHD","20/21","69.9","62.2","78.2"
"Asthma","Males","Northern Sydney LHD","21/22","58.3","51.4","65.8"
"Asthma","Males","Central Coast LHD","01/02","204.6","182.0","229.3"
"Asthma","Males","Central Coast LHD","02/03","167.2","146.9","189.6"
"Asthma","Males","Central Coast LHD","03/04","154.1","134.5","175.7"
