"Respiratory disease hospitalisations by Disease type, Sex and LHD",,,,,,
Disease type,Sex,LHD,Period,"Rate per 100,000 population",LL 95% CI,UL 95% CI
Other acute respiratory infections,Males,Hunter New England LHD,20/21,218.7,205.3,232.8
Other acute respiratory infections,Males,Hunter New England LHD,21/22,232.8,218.8,247.4
Other acute respiratory infections,Males,Northern NSW LHD,1-Feb,418.5,383.5,455.7
Other acute respiratory infections,Males,Northern NSW LHD,2-Mar,450.2,414.3,488.4
Other acute respiratory infections,Males,Northern NSW LHD,3-Apr,434.6,399.1,472.4
Other acute respiratory infections,Males,Northern NSW LHD,4-May,399.6,365.9,435.7
Other acute respiratory infections,Males,Northern NSW LHD,5-Jun,447.2,411.1,485.5
Other acute respiratory infections,Males,Northern NSW LHD,6-Jul,446.6,410.5,484.9
Other acute respiratory infections,Males,Northern NSW LHD,7-Aug,479.3,442.7,518.1
Other acute respiratory infections,Males,Northern NSW LHD,8-Sep,512.7,475.1,552.5
Other acute respiratory infections,Males,Northern NSW LHD,9-Oct,525.9,488.3,565.6
Other acute respiratory infections,Males,Northern NSW LHD,10-Nov,476.1,440.7,513.6
Other acute respiratory infections,Males,Northern NSW LHD,11-Dec,464.9,429.7,502.2
Other acute respiratory infections,Males,Northern NSW LHD,Dec-13,398,366,432
Other acute respiratory infections,Males,Northern NSW LHD,13/14,426.8,392.9,462.7
Other acute respiratory infections,Males,Northern NSW LHD,14/15,440.8,406.5,477.3
Other acute respiratory infections,Males,Northern NSW LHD,15/16,427.8,393.9,463.8
Other acute respiratory infections,Males,Northern NSW LHD,16/17,426.1,392.2,462.1
Other acute respiratory infections,Males,Northern NSW LHD,17/18,458.8,423.2,496.5
Other acute respiratory infections,Males,Northern NSW LHD,18/19,449.8,414.1,487.5
Other acute respiratory infections,Males,Northern NSW LHD,19/20,358.3,326.3,392.5
Other acute respiratory infections,Males,Northern NSW LHD,20/21,301.9,272.6,333.3
Other acute respiratory infections,Males,Northern NSW LHD,21/22,423.9,388.9,460.9
Other acute respiratory infections,Males,Mid North Coast LHD,1-Feb,455.8,412.4,502.6
Other acute respiratory infections,Males,Mid North Coast LHD,2-Mar,448.3,405.3,494.5
Other acute respiratory infections,Males,Mid North Coast LHD,3-Apr,489.6,444.9,537.5
Other acute respiratory infections,Males,Mid North Coast LHD,4-May,392.8,353,435.8
Other acute respiratory infections,Males,Mid North Coast LHD,5-Jun,382.8,343.3,425.6
Other acute respiratory infections,Males,Mid North Coast LHD,6-Jul,352.4,314.8,393.1
Other acute respiratory infections,Males,Mid North Coast LHD,7-Aug,444.4,402.2,489.8
Other acute respiratory infections,Males,Mid North Coast LHD,8-Sep,412.1,372,455.4
Other acute respiratory infections,Males,Mid North Coast LHD,9-Oct,412.2,372.8,454.7
Other acute respiratory infections,Males,Mid North Coast LHD,10-Nov,364.7,328,404.5
Other acute respiratory infections,Males,Mid North Coast LHD,11-Dec,372.9,336.3,412.3
Other acute respiratory infections,Males,Mid North Coast LHD,Dec-13,320.7,286.8,357.4
Other acute respiratory infections,Males,Mid North Coast LHD,13/14,336.7,301.7,374.5
Other acute respiratory infections,Males,Mid North Coast LHD,14/15,321.9,287.6,359.1
Other acute respiratory infections,Males,Mid North Coast LHD,15/16,325.3,290.7,362.8
Other acute respiratory infections,Males,Mid North Coast LHD,16/17,417,377.5,459.5
Other acute respiratory infections,Males,Mid North Coast LHD,17/18,330.7,295.6,368.7
Other acute respiratory infections,Males,Mid North Coast LHD,18/19,377.9,339.9,418.8
Other acute respiratory infections,Males,Mid North Coast LHD,19/20,294,260.8,330.2
Other acute respiratory infections,Males,Mid North Coast LHD,20/21,242.5,211.9,276
Other acute respiratory infections,Males,Mid North Coast LHD,21/22,265.5,233.4,300.6
Other acute respiratory infections,Males,Southern NSW LHD,1-Feb,460.9,416,509.2
Other acute respiratory infections,Males,Southern NSW LHD,2-Mar,343.6,305.9,384.7
Other acute respiratory infections,Males,Southern NSW LHD,3-Apr,363,323.8,405.6
Other acute respiratory infections,Males,Southern NSW LHD,4-May,351,312.6,392.7
Other acute respiratory infections,Males,Southern NSW LHD,5-Jun,380.1,340.5,423.1
Other acute respiratory infections,Males,Southern NSW LHD,6-Jul,355.6,317.5,396.8
Other acute respiratory infections,Males,Southern NSW LHD,7-Aug,329.7,293.5,369.1
Other acute respiratory infections,Males,Southern NSW LHD,8-Sep,343.2,306.6,383
Other acute respiratory infections,Males,Southern NSW LHD,9-Oct,369.4,331.9,409.9
Other acute respiratory infections,Males,Southern NSW LHD,10-Nov,382.7,344.8,423.7
Other acute respiratory infections,Males,Southern NSW LHD,11-Dec,422.4,382.8,465.1
Other acute respiratory infections,Males,Southern NSW LHD,Dec-13,323.1,288.3,360.8
Other acute respiratory infections,Males,Southern NSW LHD,13/14,393.1,354.8,434.5
Other acute respiratory infections,Males,Southern NSW LHD,14/15,302.4,268.9,338.9
Other acute respiratory infections,Males,Southern NSW LHD,15/16,357.8,321.1,397.4
Other acute respiratory infections,Males,Southern NSW LHD,16/17,394.3,355.9,435.6
Other acute respiratory infections,Males,Southern NSW LHD,17/18,338.4,303,376.7
Other acute respiratory infections,Males,Southern NSW LHD,18/19,397,358.7,438.2
Other acute respiratory infections,Males,Southern NSW LHD,19/20,256.2,225.4,290
Other acute respiratory infections,Males,Southern NSW LHD,20/21,248,217.8,281
Other acute respiratory infections,Males,Southern NSW LHD,21/22,223,193.9,255.1
Other acute respiratory infections,Males,Murrumbidgee LHD,1-Feb,576.6,534.9,620.8
Other acute respiratory infections,Males,Murrumbidgee LHD,2-Mar,525.8,485.5,568.5
Other acute respiratory infections,Males,Murrumbidgee LHD,3-Apr,493.5,454.6,535
Other acute respiratory infections,Males,Murrumbidgee LHD,4-May,504.7,465,546.8
Other acute respiratory infections,Males,Murrumbidgee LHD,5-Jun,560.9,519.2,605
Other acute respiratory infections,Males,Murrumbidgee LHD,6-Jul,461.2,423.6,501.3
Other acute respiratory infections,Males,Murrumbidgee LHD,7-Aug,574.6,532.7,619.1
Other acute respiratory infections,Males,Murrumbidgee LHD,8-Sep,531.6,491.4,574.2
Other acute respiratory infections,Males,Murrumbidgee LHD,9-Oct,496.5,457.9,537.4
Other acute respiratory infections,Males,Murrumbidgee LHD,10-Nov,441.8,405.5,480.5
Other acute respiratory infections,Males,Murrumbidgee LHD,11-Dec,537.3,497.1,580
Other acute respiratory infections,Males,Murrumbidgee LHD,Dec-13,466.1,429,505.5
Other acute respiratory infections,Males,Murrumbidgee LHD,13/14,511.5,472.6,552.8
Other acute respiratory infections,Males,Murrumbidgee LHD,14/15,466.6,429.2,506.3
Other acute respiratory infections,Males,Murrumbidgee LHD,15/16,491,452.9,531.5
Other acute respiratory infections,Males,Murrumbidgee LHD,16/17,536.5,496.7,578.6
Other acute respiratory infections,Males,Murrumbidgee LHD,17/18,571.4,530.6,614.5
Other acute respiratory infections,Males,Murrumbidgee LHD,18/19,635.8,592.3,681.5
Other acute respiratory infections,Males,Murrumbidgee LHD,19/20,435.4,399.3,473.7
Other acute respiratory infections,Males,Murrumbidgee LHD,20/21,369.1,335.7,404.9
Other acute respiratory infections,Males,Murrumbidgee LHD,21/22,318,286.7,351.6
Other acute respiratory infections,Males,Western NSW LHD,1-Feb,678.8,636.4,723.3
Other acute respiratory infections,Males,Western NSW LHD,2-Mar,614.2,573.3,657.2
Other acute respiratory infections,Males,Western NSW LHD,3-Apr,670.1,627.1,715.3
Other acute respiratory infections,Males,Western NSW LHD,4-May,566.1,526.2,608.2
Other acute respiratory infections,Males,Western NSW LHD,5-Jun,613.2,572.1,656.5
Other acute respiratory infections,Males,Western NSW LHD,6-Jul,571.4,531.8,613.3
Other acute respiratory infections,Males,Western NSW LHD,7-Aug,653.8,611.7,698.1
Other acute respiratory infections,Males,Western NSW LHD,8-Sep,515.3,478.1,554.5
Other acute respiratory infections,Males,Western NSW LHD,9-Oct,519.3,482.5,558.1
Other acute respiratory infections,Males,Western NSW LHD,10-Nov,501.6,465.5,539.7
Other acute respiratory infections,Males,Western NSW LHD,11-Dec,509.4,473.3,547.5
Other acute respiratory infections,Males,Western NSW LHD,Dec-13,504.9,468.9,542.9
Other acute respiratory infections,Males,Western NSW LHD,13/14,496.4,461.1,533.8
Other acute respiratory infections,Males,Western NSW LHD,14/15,498.2,462.7,535.7
Other acute respiratory infections,Males,Western NSW LHD,15/16,490.2,455,527.5
Other acute respiratory infections,Males,Western NSW LHD,16/17,523.2,487.1,561.2
Other acute respiratory infections,Males,Western NSW LHD,17/18,518.6,482.6,556.7
Other acute respiratory infections,Males,Western NSW LHD,18/19,593.4,554.6,634.2
Other acute respiratory infections,Males,Western NSW LHD,19/20,488.8,453.6,525.9
Other acute respiratory infections,Males,Western NSW LHD,20/21,333.1,303.9,364.4
Other acute respiratory infections,Males,Western NSW LHD,21/22,266.1,240.2,294.1
Other acute respiratory infections,Males,Far West LHD,1-Feb,581.7,474.7,706
Other acute respiratory infections,Males,Far West LHD,2-Mar,604.6,493.9,733
Other acute respiratory infections,Males,Far West LHD,3-Apr,505.7,403.5,626.2
Other acute respiratory infections,Males,Far West LHD,4-May,522.1,416.2,646.8
Other acute respiratory infections,Males,Far West LHD,5-Jun,319.4,237.9,420
Other acute respiratory infections,Males,Far West LHD,6-Jul,398.6,307.8,508
Other acute respiratory infections,Males,Far West LHD,7-Aug,651.4,531.5,790.2
Other acute respiratory infections,Males,Far West LHD,8-Sep,363.6,275.7,470.5
Other acute respiratory infections,Males,Far West LHD,9-Oct,366.2,277.2,474.6
Other acute respiratory infections,Males,Far West LHD,10-Nov,348.8,260.6,456.8
Other acute respiratory infections,Males,Far West LHD,11-Dec,439.4,339.1,559.6
Other acute respiratory infections,Males,Far West LHD,Dec-13,536.6,426,666.8
Other acute respiratory infections,Males,Far West LHD,13/14,439.9,338.2,562
Other acute respiratory infections,Males,Far West LHD,14/15,518.3,406.8,650.3
Other acute respiratory infections,Males,Far West LHD,15/16,484.6,377.9,611.6
Other acute respiratory infections,Males,Far West LHD,16/17,522.7,413.1,652.4
Other acute respiratory infections,Males,Far West LHD,17/18,417.5,320.4,534.7
Other acute respiratory infections,Males,Far West LHD,18/19,533.6,421.4,666.3
Other acute respiratory infections,Males,Far West LHD,19/20,440,336.5,564.5
Other acute respiratory infections,Males,Far West LHD,20/21,226.8,153.5,322.1
Other acute respiratory infections,Males,Far West LHD,21/22,182.1,116.4,270.3
Other acute respiratory infections,Males,All LHDs,1-Feb,304,298,310.1
Other acute respiratory infections,Males,All LHDs,2-Mar,284.7,278.9,290.6
Other acute respiratory infections,Males,All LHDs,3-Apr,291.9,286,297.8
Other acute respiratory infections,Males,All LHDs,4-May,283.4,277.7,289.3
Other acute respiratory infections,Males,All LHDs,5-Jun,303.4,297.4,309.4
Other acute respiratory infections,Males,All LHDs,6-Jul,308.6,302.7,314.7
Other acute respiratory infections,Males,All LHDs,7-Aug,345.8,339.6,352.2
Other acute respiratory infections,Males,All LHDs,8-Sep,319.9,313.9,325.9
Other acute respiratory infections,Males,All LHDs,9-Oct,310.8,305,316.6
Other acute respiratory infections,Males,All LHDs,10-Nov,318.6,312.7,324.4
Other acute respiratory infections,Males,All LHDs,11-Dec,330.1,324.2,336
Other acute respiratory infections,Males,All LHDs,Dec-13,328,322.2,333.9
Other acute respiratory infections,Males,All LHDs,13/14,336.8,331,342.7
Other acute respiratory infections,Males,All LHDs,14/15,338.2,332.4,344.1
Other acute respiratory infections,Males,All LHDs,15/16,336.5,330.8,342.4
Other acute respiratory infections,Males,All LHDs,16/17,355.3,349.4,361.2
Other acute respiratory infections,Males,All LHDs,17/18,355,349.1,360.9
Other acute respiratory infections,Males,All LHDs,18/19,386.8,380.7,393
Other acute respiratory infections,Males,All LHDs,19/20,306.4,301,311.9
Other acute respiratory infections,Males,All LHDs,20/21,275.5,270.2,280.7
Other acute respiratory infections,Males,All LHDs,21/22,259.7,254.7,264.9
Other acute respiratory infections,Females,Sydney LHD,1-Feb,163.6,147.2,181.2
Other acute respiratory infections,Females,Sydney LHD,2-Mar,170.7,153.9,188.7
Other acute respiratory infections,Females,Sydney LHD,3-Apr,176.7,159.8,194.9
Other acute respiratory infections,Females,Sydney LHD,4-May,169.4,153,187
Other acute respiratory infections,Females,Sydney LHD,5-Jun,152.3,136.9,169
Other acute respiratory infections,Females,Sydney LHD,6-Jul,175.2,158.9,192.7
Other acute respiratory infections,Females,Sydney LHD,7-Aug,188.6,172.1,206.3
Other acute respiratory infections,Females,Sydney LHD,8-Sep,205.9,188.8,224.1
Other acute respiratory infections,Females,Sydney LHD,9-Oct,196.6,180.2,214.1
Other acute respiratory infections,Females,Sydney LHD,10-Nov,207.8,190.8,225.9
Other acute respiratory infections,Females,Sydney LHD,11-Dec,231.2,213.5,250
Other acute respiratory infections,Females,Sydney LHD,Dec-13,241.2,223.6,259.9
Other acute respiratory infections,Females,Sydney LHD,13/14,242.2,224.7,260.8
Other acute respiratory infections,Females,Sydney LHD,14/15,230.3,213.4,248.1
Other acute respiratory infections,Females,Sydney LHD,15/16,232.8,215.9,250.6
Other acute respiratory infections,Females,Sydney LHD,16/17,258,240.2,276.8
Other acute respiratory infections,Females,Sydney LHD,17/18,256.1,238.5,274.7
Other acute respiratory infections,Females,Sydney LHD,18/19,274.1,255.8,293.2
Other acute respiratory infections,Females,Sydney LHD,19/20,210.5,194.2,227.7
Other acute respiratory infections,Females,Sydney LHD,20/21,166.7,151.7,182.6
Other acute respiratory infections,Females,Sydney LHD,21/22,138.9,125.4,153.4
Other acute respiratory infections,Females,South Western Sydney LHD,1-Feb,199.6,186.3,213.6
Other acute respiratory infections,Females,South Western Sydney LHD,2-Mar,205.1,191.6,219.3
Other acute respiratory infections,Females,South Western Sydney LHD,3-Apr,213.3,199.5,227.8
Other acute respiratory infections,Females,South Western Sydney LHD,4-May,205.8,192.3,220
Other acute respiratory infections,Females,South Western Sydney LHD,5-Jun,236.7,222.2,251.8
Other acute respiratory infections,Females,South Western Sydney LHD,6-Jul,251.7,236.9,267.2
Other acute respiratory infections,Females,South Western Sydney LHD,7-Aug,274.5,259.2,290.5
Other acute respiratory infections,Females,South Western Sydney LHD,8-Sep,255.1,240.5,270.4
Other acute respiratory infections,Females,South Western Sydney LHD,9-Oct,268.6,253.7,284.1
Other acute respiratory infections,Females,South Western Sydney LHD,10-Nov,308.1,292.2,324.6
Other acute respiratory infections,Females,South Western Sydney LHD,11-Dec,356.3,339.2,374
Other acute respiratory infections,Females,South Western Sydney LHD,Dec-13,330.1,313.8,347
Other acute respiratory infections,Females,South Western Sydney LHD,13/14,353.7,337,371
Other acute respiratory infections,Females,South Western Sydney LHD,14/15,360.9,344.2,378.1
Other acute respiratory infections,Females,South Western Sydney LHD,15/16,351.6,335.4,368.4
Other acute respiratory infections,Females,South Western Sydney LHD,16/17,387.9,371,405.4
Other acute respiratory infections,Females,South Western Sydney LHD,17/18,415.1,397.8,433
Other acute respiratory infections,Females,South Western Sydney LHD,18/19,412.4,395.3,430.1
Other acute respiratory infections,Females,South Western Sydney LHD,19/20,331.1,315.9,346.8
Other acute respiratory infections,Females,South Western Sydney LHD,20/21,281.9,268,296.4
Other acute respiratory infections,Females,South Western Sydney LHD,21/22,257.6,244.2,271.6
Other acute respiratory infections,Females,South Eastern Sydney LHD,1-Feb,136.2,124.4,148.8
Other acute respiratory infections,Females,South Eastern Sydney LHD,2-Mar,155.8,143.2,169.2
Other acute respiratory infections,Females,South Eastern Sydney LHD,3-Apr,157.5,144.9,170.9
Other acute respiratory infections,Females,South Eastern Sydney LHD,4-May,168,154.9,181.9
Other acute respiratory infections,Females,South Eastern Sydney LHD,5-Jun,201,186.8,216.1
Other acute respiratory infections,Females,South Eastern Sydney LHD,6-Jul,181.6,168.3,195.7
Other acute respiratory infections,Females,South Eastern Sydney LHD,7-Aug,218.1,203.7,233.3
Other acute respiratory infections,Females,South Eastern Sydney LHD,8-Sep,198.2,184.6,212.5
Other acute respiratory infections,Females,South Eastern Sydney LHD,9-Oct,207.8,193.9,222.5
Other acute respiratory infections,Females,South Eastern Sydney LHD,10-Nov,195.2,181.8,209.3
Other acute respiratory infections,Females,South Eastern Sydney LHD,11-Dec,222.6,208.5,237.4
Other acute respiratory infections,Females,South Eastern Sydney LHD,Dec-13,193.2,180.2,206.9
Other acute respiratory infections,Females,South Eastern Sydney LHD,13/14,208.2,194.6,222.4
Other acute respiratory infections,Females,South Eastern Sydney LHD,14/15,220.2,206.4,234.7
Other acute respiratory infections,Females,South Eastern Sydney LHD,15/16,211.9,198.3,226.1
Other acute respiratory infections,Females,South Eastern Sydney LHD,16/17,199,186,212.6
Other acute respiratory infections,Females,South Eastern Sydney LHD,17/18,195.1,182.1,208.7
Other acute respiratory infections,Females,South Eastern Sydney LHD,18/19,249.4,234.6,264.9
Other acute respiratory infections,Females,South Eastern Sydney LHD,19/20,204.6,191.2,218.6
Other acute respiratory infections,Females,South Eastern Sydney LHD,20/21,173.7,160.9,187.4
Other acute respiratory infections,Females,South Eastern Sydney LHD,21/22,242,226.9,257.7
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,1-Feb,174.1,155.3,194.6
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,2-Mar,162.2,144.2,181.9
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,3-Apr,183,163.7,203.9
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,4-May,187.9,168.2,209.2
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,5-Jun,183,163.5,204.1
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,6-Jul,202.2,182,224
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,7-Aug,235.2,213.4,258.6
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,8-Sep,230,208.5,253
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,9-Oct,167.9,149.9,187.4
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,10-Nov,202.6,182.9,223.8
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,11-Dec,195.2,176,215.9
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,Dec-13,190.6,171.4,211.3
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,13/14,189.2,170.1,209.8
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,14/15,200.3,180.9,221.1
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,15/16,174.4,156.5,193.8
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,16/17,191,172,211.4
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,17/18,193.3,174.2,213.8
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,18/19,215.9,195.6,237.6
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,19/20,184.1,165.4,204.3
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,20/21,141.1,124.5,159.3
Other acute respiratory infections,Females,Illawarra Shoalhaven LHD,21/22,166.8,148.6,186.5
Other acute respiratory infections,Females,Western Sydney LHD,1-Feb,177.1,163.8,191.3
Other acute respiratory infections,Females,Western Sydney LHD,2-Mar,161.4,148.6,175.1
Other acute respiratory infections,Females,Western Sydney LHD,3-Apr,163.6,150.8,177.2
Other acute respiratory infections,Females,Western Sydney LHD,4-May,150.9,138.7,163.9
Other acute respiratory infections,Females,Western Sydney LHD,5-Jun,161.5,149,174.8
Other acute respiratory infections,Females,Western Sydney LHD,6-Jul,184,170.8,197.9
Other acute respiratory infections,Females,Western Sydney LHD,7-Aug,209.2,195.3,223.9
Other acute respiratory infections,Females,Western Sydney LHD,8-Sep,207.8,194.1,222.2
Other acute respiratory infections,Females,Western Sydney LHD,9-Oct,166.8,154.7,179.6
Other acute respiratory infections,Females,Western Sydney LHD,10-Nov,205.7,192.4,219.7
Other acute respiratory infections,Females,Western Sydney LHD,11-Dec,231.8,217.8,246.5
Other acute respiratory infections,Females,Western Sydney LHD,Dec-13,236.4,222.4,251.1
Other acute respiratory infections,Females,Western Sydney LHD,13/14,276.3,261.4,291.9
Other acute respiratory infections,Females,Western Sydney LHD,14/15,304.4,288.9,320.5
Other acute respiratory infections,Females,Western Sydney LHD,15/16,276.4,261.8,291.6
Other acute respiratory infections,Females,Western Sydney LHD,16/17,298.8,283.7,314.4
Other acute respiratory infections,Females,Western Sydney LHD,17/18,275.2,261,290.1
Other acute respiratory infections,Females,Western Sydney LHD,18/19,333,317.4,349.2
Other acute respiratory infections,Females,Western Sydney LHD,19/20,261.8,248.1,276.1
Other acute respiratory infections,Females,Western Sydney LHD,20/21,326.1,310.9,341.9
Other acute respiratory infections,Females,Western Sydney LHD,21/22,222.7,210.1,235.9
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,1-Feb,275.5,251.6,301.2
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,2-Mar,255.4,232.2,280.3
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,3-Apr,276.8,252.4,302.8
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,4-May,301.4,275.8,328.8
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,5-Jun,291.5,266.4,318.4
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,6-Jul,342.7,315.4,371.8
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,7-Aug,368.2,340,398
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,8-Sep,362,334.2,391.4
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,9-Oct,323.8,297.8,351.5
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,10-Nov,342.4,315.6,370.8
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,11-Dec,322.5,296.8,349.7
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,Dec-13,326.6,300.8,354
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,13/14,334.4,308.4,362
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,14/15,332.2,306.5,359.6
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,15/16,331.9,306.3,359.1
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,16/17,381.1,353.6,410.1
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,17/18,417.2,388.5,447.5
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,18/19,422.9,394.1,453.3
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,19/20,340.3,314.5,367.6
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,20/21,296,271.9,321.6
Other acute respiratory infections,Females,Nepean Blue Mountains LHD,21/22,413.9,385,444.4
Other acute respiratory infections,Females,Northern Sydney LHD,1-Feb,136.8,125.1,149.1
Other acute respiratory infections,Females,Northern Sydney LHD,2-Mar,125.6,114.5,137.5
Other acute respiratory infections,Females,Northern Sydney LHD,3-Apr,138.6,127,151
Other acute respiratory infections,Females,Northern Sydney LHD,4-May,154.6,142.4,167.6
Other acute respiratory infections,Females,Northern Sydney LHD,5-Jun,170.3,157.5,183.8
Other acute respiratory infections,Females,Northern Sydney LHD,6-Jul,164.2,151.7,177.3
Other acute respiratory infections,Females,Northern Sydney LHD,7-Aug,177.6,164.8,191.1
Other acute respiratory infections,Females,Northern Sydney LHD,8-Sep,184.5,171.6,198.1
Other acute respiratory infections,Females,Northern Sydney LHD,9-Oct,173.6,161.2,186.7
Other acute respiratory infections,Females,Northern Sydney LHD,10-Nov,214.9,201.2,229.3
Other acute respiratory infections,Females,Northern Sydney LHD,11-Dec,210.4,196.9,224.5
Other acute respiratory infections,Females,Northern Sydney LHD,Dec-13,208.2,194.9,222.1
Other acute respiratory infections,Females,Northern Sydney LHD,13/14,198.4,185.5,212
Other acute respiratory infections,Females,Northern Sydney LHD,14/15,241.1,226.9,255.9
Other acute respiratory infections,Females,Northern Sydney LHD,15/16,226.2,212.5,240.5
Other acute respiratory infections,Females,Northern Sydney LHD,16/17,249,234.6,263.9
Other acute respiratory infections,Females,Northern Sydney LHD,17/18,217,203.7,231
Other acute respiratory infections,Females,Northern Sydney LHD,18/19,266.9,251.9,282.6
Other acute respiratory infections,Females,Northern Sydney LHD,19/20,204.3,191.1,218
Other acute respiratory infections,Females,Northern Sydney LHD,20/21,184.7,171.6,198.5
Other acute respiratory infections,Females,Northern Sydney LHD,21/22,169.1,156.6,182.3
Other acute respiratory infections,Females,Central Coast LHD,1-Feb,187.5,166.5,210.4
Other acute respiratory infections,Females,Central Coast LHD,2-Mar,218.9,196.2,243.6
Other acute respiratory infections,Females,Central Coast LHD,3-Apr,212.1,189.6,236.4
Other acute respiratory infections,Females,Central Coast LHD,4-May,190,168.8,213.1
Other acute respiratory infections,Females,Central Coast LHD,5-Jun,224.1,201,249
Other acute respiratory infections,Females,Central Coast LHD,6-Jul,189.6,168.6,212.5
Other acute respiratory infections,Females,Central Coast LHD,7-Aug,221,198.8,245
Other acute respiratory infections,Females,Central Coast LHD,8-Sep,239.4,216.2,264.4
Other acute respiratory infections,Females,Central Coast LHD,9-Oct,243.5,220,268.7
Other acute respiratory infections,Females,Central Coast LHD,10-Nov,225.7,203.5,249.6
Other acute respiratory infections,Females,Central Coast LHD,11-Dec,227.9,205.8,251.7
Other acute respiratory infections,Females,Central Coast LHD,Dec-13,217.8,196.4,240.9
Other acute respiratory infections,Females,Central Coast LHD,13/14,240.8,217.8,265.5
Other acute respiratory infections,Females,Central Coast LHD,14/15,315.1,288.3,343.7
Other acute respiratory infections,Females,Central Coast LHD,15/16,292.2,266.4,319.7
Other acute respiratory infections,Females,Central Coast LHD,16/17,296.1,270.2,323.6
Other acute respiratory infections,Females,Central Coast LHD,17/18,286.6,261.3,313.7
Other acute respiratory infections,Females,Central Coast LHD,18/19,332.3,304.9,361.5
Other acute respiratory infections,Females,Central Coast LHD,19/20,269.8,244.9,296.6
Other acute respiratory infections,Females,Central Coast LHD,20/21,247,222.9,272.9
Other acute respiratory infections,Females,Central Coast LHD,21/22,174.7,154.5,196.7
Other acute respiratory infections,Females,Hunter New England LHD,1-Feb,298.7,282.1,316
Other acute respiratory infections,Females,Hunter New England LHD,2-Mar,304.3,287.6,321.7
Other acute respiratory infections,Females,Hunter New England LHD,3-Apr,313.1,296.2,330.7
Other acute respiratory infections,Females,Hunter New England LHD,4-May,291.9,275.6,308.9
Other acute respiratory infections,Females,Hunter New England LHD,5-Jun,297.2,280.8,314.3
Other acute respiratory infections,Females,Hunter New England LHD,6-Jul,280.6,264.7,297.2
Other acute respiratory infections,Females,Hunter New England LHD,7-Aug,331.5,314.4,349.3
Other acute respiratory infections,Females,Hunter New England LHD,8-Sep,281.3,265.7,297.6
Other acute respiratory infections,Females,Hunter New England LHD,9-Oct,260.4,245.5,275.9
Other acute respiratory infections,Females,Hunter New England LHD,10-Nov,288.7,273,305
Other acute respiratory infections,Females,Hunter New England LHD,11-Dec,295.8,280,312.3
Other acute respiratory infections,Females,Hunter New England LHD,Dec-13,276,260.8,291.9
Other acute respiratory infections,Females,Hunter New England LHD,13/14,303.1,287.1,319.7
Other acute respiratory infections,Females,Hunter New England LHD,14/15,285.5,270.1,301.6
Other acute respiratory infections,Females,Hunter New England LHD,15/16,298.4,282.6,314.9
Other acute respiratory infections,Females,Hunter New England LHD,16/17,321.5,305.2,338.4
Other acute respiratory infections,Females,Hunter New England LHD,17/18,317.5,301.4,334.3
Other acute respiratory infections,Females,Hunter New England LHD,18/19,305.4,289.5,321.9
Other acute respiratory infections,Females,Hunter New England LHD,19/20,240.5,226.4,255.2
Other acute respiratory infections,Females,Hunter New England LHD,20/21,186.3,173.6,199.7
Other acute respiratory infections,Females,Hunter New England LHD,21/22,194.6,181.6,208.2
Other acute respiratory infections,Females,Northern NSW LHD,1-Feb,407.5,372.8,444.5
Other acute respiratory infections,Females,Northern NSW LHD,2-Mar,373.9,341.4,408.6
